WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98499,"$1 under $25,000",6112,1052,2901,11398,3463,81884,5060,64661,921,1048,329,534,288,329,455,3048,**,217,164,190,1025,662,6780,720,5448,182,310,**,**,326,4536,**,**,254,245,236,685,301,1006,202,1568,206,419,2695,16066,792,253,**,**,308,89,44,13,1899,2545,2236,5296,2065,5001,**,**,2114,1474,2505,2015,403,228,5453,13125
98499,"$25,000 under $50,000",3749,1216,1853,8342,2690,132007,3281,108191,861,1384,311,737,268,487,252,2272,**,224,167,193,1334,626,11502,432,4145,459,2819,**,**,644,10483,** 48,** 89,516,675,537,1557,627,2408,491,4599,455,1004,3577,66496,1628,1446,95,54,1052,930,162,92,869,1546,783,1335,641,1181,28,47,2782,6830,2868,7326,501,634,3234,9574
98499,"$50,000 under $75,000",1374,727,699,3073,916,83492,1136,60485,631,946,272,957,245,541,134,1750,**,186,-45,167,1941,443,11707,171,1587,342,4496,** 31,** 344,584,11127,**,**,509,880,528,1700,582,2702,481,5004,486,1444,1368,53902,570,833,95,81,358,563,60,35,68,104,0,0,0,0,**,**,1304,6948,1311,7350,325,673,1044,3166
98499,"$75,000 under $100,000",676,491,354,1639,448,57988,545,39235,400,697,220,947,201,624,86,1685,**,155,625,104,2004,273,8342,74,692,193,3496,**,**,414,8528,**,**,369,705,392,1334,413,2121,349,3864,340,1212,676,40614,305,459,59,55,182,297,48,25,**,**,0,0,0,0,**,**,666,5592,669,5925,174,478,500,1736
98499,"$100,000 under $200,000",608,498,338,1591,476,79096,524,54303,423,1069,239,1355,216,988,122,3423,**,209,1080,97,2280,254,9487,56,530,151,2948,**,**,480,12520,20,210,440,1185,467,2121,479,3472,427,5677,441,1983,608,59347,279,378,77,94,113,155,51,29,**,**,0,0,0,0,**,**,606,10149,607,10808,219,1137,389,1882
98499,"$200,000 or more",195,162,155,529,172,142516,164,43200,175,4817,140,10873,133,8478,35,3580,**,138,51842,28,3189,60,3689,**,**,43,965,** 21,** 713,177,29002,**,**,165,767,171,1976,177,2951,142,3108,168,20746,193,111469,99,1565,**,**,**,**,**,**,0,0,0,0,0,0,100,506,193,24925,194,25579,77,4019,117,2915
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98501,,"17,954","7,460","6,574","35,011","10,189","1,090,697","14,724","782,159","9,052","14,158","4,298","17,053","3,792","11,010","2,435","45,413",49,"3,180","10,974","1,747","25,978","3,995","105,572","1,600","14,515","2,656","34,618",178,"3,779","7,161","149,309",195,964,"6,286","12,204","6,741","22,487","7,088","36,293","6,090","68,547","5,834","19,100","15,100","748,247","6,482","7,914",963,913,"3,300","4,297",934,513,"1,349","1,667","2,109","3,613","1,787","3,194",243,803,"13,968","121,853","14,540","129,406","3,411","11,330","14,054","39,721"
98501,"$1 under $25,000",5653,603,1762,7048,1524,69606,4278,48723,1608,1542,680,1216,590,666,556,3786,**,519,-257,344,1898,842,8748,583,4385,288,492,**,**,465,7601,**,**,387,350,367,862,447,1245,281,2346,279,457,2947,18521,716,268,**,**,179,66,49,16,735,830,1526,2696,1315,2438,**,**,2469,1714,2864,2366,616,338,4588,7336
98501,"$25,000 under $50,000",4099,1059,1420,7142,1893,149456,3324,112551,1671,1795,688,1597,581,871,445,4321,26,472,268,343,2843,864,17089,428,4485,773,5189,**,**,1103,17767,33,43,925,1129,976,2598,1076,3837,858,7590,781,1698,3978,83679,1504,1363,149,109,819,774,179,97,505,689,583,917,472,756,**,**,3448,9224,3588,10081,615,866,3461,7989
98501,"$50,000 under $75,000",2977,1381,1138,6192,1804,183617,2501,138929,1778,2094,779,2614,683,1470,436,4853,**,559,227,331,3096,770,21516,249,2344,616,9038,36,290,1635,28970,38,93,1392,2019,1553,4415,1615,6641,1406,13685,1270,3063,2954,120248,1328,1843,222,193,819,1198,179,89,89,124,0,0,0,0,**,**,2859,15603,2885,16562,608,1091,2364,7023
98501,"$75,000 under $100,000",2101,1592,822,5505,1800,182096,1829,137638,1465,2021,689,2109,612,1232,378,5070,23,499,786,283,4608,594,19882,177,1748,438,8440,**,**,1417,28744,38,145,1262,2315,1364,4348,1412,6920,1268,14575,1191,3366,2098,125963,1179,2013,210,190,759,1295,191,109,** 20,** 24,0,0,0,0,**,**,2077,16654,2087,17590,478,1181,1617,5446
98501,"$100,000 under $200,000",2682,2425,1118,7802,2688,353559,2413,267664,2130,3796,1179,4617,1059,3029,498,13506,**,866,3293,378,8144,823,34347,163,1553,487,10235,73,1270,2146,50945,56,266,1966,4972,2094,7983,2143,13480,1947,24771,1937,7173,2681,268097,1551,2201,326,349,724,964,298,175,**,**,0,0,0,0,57,126,2673,45062,2674,47300,893,3611,1786,7489
98501,"$200,000 or more",442,400,314,1322,480,152363,379,76654,400,2910,283,4900,267,3742,122,13877,**,265,6657,68,5389,102,3990,**,**,54,1224,69,2219,395,15282,30,417,354,1419,387,2281,395,4170,330,5580,376,3343,442,131739,204,226,56,72,0,0,38,27,0,0,0,0,0,0,186,677,442,33596,442,35507,201,4243,238,4438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98502,,"13,560","5,342","5,271","24,792","6,489","864,694","10,977","565,476","6,762","16,285","3,542","18,177","3,147","12,886","2,002","35,215",59,"2,771","28,557","1,382","22,650","2,786","76,598","1,101","10,467","2,125","28,863",163,"3,454","5,093","120,052",196,"1,280","4,439","9,451","4,741","20,400","5,037","31,760","4,179","51,392","4,128","15,400","10,955","608,266","4,377","5,249",668,682,"1,781","2,200",497,261,"1,028","1,181","1,747","2,906","1,459","2,534",299,"1,243","10,079","107,840","10,595","114,639","2,689","11,199","10,421","29,609"
98502,"$1 under $25,000",4918,517,1491,6097,1323,58039,3824,43410,1362,1387,676,1346,586,720,519,3932,**,519,-203,248,1561,512,5507,418,3025,210,383,** 23,** 195,422,7608,**,**,343,297,317,994,399,1338,245,2185,265,376,2449,15564,622,217,**,**,133,46,37,12,632,671,1355,2319,1152,2066,**,**,2033,1454,2416,2080,527,332,3999,6336
98502,"$25,000 under $50,000",2959,815,1073,4991,1197,107806,2357,79493,1250,1627,545,1679,489,1010,369,3482,30,431,215,275,2249,617,12591,298,3341,572,3790,**,**,812,13614,40,71,661,804,709,2321,792,3266,607,5688,554,1006,2849,60559,1043,885,104,72,496,478,108,52,326,403,392,587,307,468,**,**,2494,6797,2598,7524,486,675,2444,5494
98502,"$50,000 under $75,000",1976,935,867,3975,1046,122662,1620,89389,1272,2303,598,2503,512,1553,340,4082,**,446,214,248,2984,504,13829,164,1624,447,6562,**,**,1076,20265,32,70,942,1448,1005,3316,1068,4928,910,9210,831,1810,1956,80019,839,1110,151,137,446,638,89,45,70,107,0,0,0,0,**,**,1873,10545,1895,11306,435,934,1528,4201
98502,"$75,000 under $100,000",1348,988,586,3247,897,117136,1137,82468,938,1575,494,1575,435,1065,261,3685,**,368,802,220,3453,435,14712,114,1291,365,6616,** 20,** 165,856,17852,30,112,749,1498,829,3079,852,4775,756,8543,718,1983,1345,82174,668,1049,152,169,366,588,81,43,**,**,0,0,0,0,**,**,1330,11233,1336,11957,348,955,997,3173
98502,"$100,000 under $200,000",1830,1614,852,4968,1514,245956,1598,174304,1451,3553,889,5303,804,3876,376,10023,29,683,4500,290,7637,583,24014,107,1186,417,8816,52,822,1435,37108,59,334,1302,3486,1401,6715,1435,10762,1272,17324,1297,4784,1827,186375,966,1311,208,237,340,450,155,94,**,**,0,0,0,0,57,157,1822,31647,1822,33532,649,3076,1172,5565
98502,"$200,000 or more",529,473,402,1514,512,213095,441,96412,489,5840,340,5771,321,4662,137,10011,**,324,23029,101,4766,135,5945,**,**,114,2696,68,2272,492,23605,35,693,442,1918,480,3975,491,6691,389,8442,463,5441,529,183575,239,677,53,67,0,0,27,15,0,0,0,0,0,0,242,1086,527,46164,528,48240,244,5227,281,4840
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98503,,"16,943","6,775","6,394","33,293","9,545","783,718","13,752","564,161","6,888","10,263","3,099","10,939","2,705","6,688","1,628","16,215",0,"2,235","7,178","1,685","20,336","4,279","104,735","1,704","15,142","2,779","32,232",42,528,"5,144","97,179",174,605,"4,364","7,281","4,627","11,557","5,062","19,946","4,298","44,685","3,946","12,675","13,665","490,895","5,750","6,499",721,631,"3,061","3,783",716,378,"2,190","2,976","2,821","5,788","2,517","5,370",60,183,"12,154","68,730","12,672","71,724","2,765","6,408","13,727","35,848"
98503,"$1 under $25,000",6263,1009,2201,9510,2508,82843,4934,62147,1472,1372,606,1223,513,576,484,3205,**,468,-416,370,2016,933,10152,627,4508,336,539,**,**,504,8370,** 20,** 32,395,385,371,774,475,1230,312,2782,332,605,3137,19641,905,304,** 33,** 18,279,97,72,21,1296,1625,1966,4375,1801,4122,**,**,2527,1822,2875,2352,448,252,5407,11295
98503,"$25,000 under $50,000",4660,1500,1740,9105,2738,169300,3801,127666,1681,1788,684,1686,593,946,379,3099,**,484,-63,423,3459,1066,21236,487,5114,914,5931,**,**,1141,17176,43,81,936,1084,999,2055,1123,3312,920,7950,779,1607,4527,90731,1914,1733,129,100,1118,1077,207,109,772,1183,855,1413,716,1248,**,**,3764,9573,3899,10213,669,861,3966,10257
98503,"$50,000 under $75,000",2798,1543,1102,6325,1934,172290,2275,125339,1522,2164,689,2126,605,1302,338,3308,**,497,94,385,4202,921,24655,289,2657,697,9736,**,**,1395,25047,60,121,1181,1703,1256,2944,1374,4848,1177,11805,1066,2980,2782,110882,1287,1861,191,155,825,1311,187,98,122,168,0,0,0,0,**,**,2656,13926,2688,14568,647,1075,2140,6357
98503,"$75,000 under $100,000",1705,1379,686,4356,1243,147096,1431,104118,1095,1864,507,2016,440,1133,215,2265,**,355,548,262,3735,685,22353,178,1673,476,8697,42,528,1017,19876,**,**,899,1659,958,2396,1010,4230,907,10009,818,2533,1703,103695,868,1329,170,158,509,839,128,74,**,**,0,0,0,0,30,45,1695,13838,1697,14296,430,958,1271,4007
98503,"$100,000 under $200,000",1423,1264,596,3766,1065,178897,1235,130635,1034,2136,552,2164,497,1348,192,2278,**,381,2051,245,6924,639,24787,123,1190,332,6839,**,**,1007,23134,51,371,883,2172,966,2941,1000,5445,916,11021,877,3680,1422,137230,731,1057,198,200,330,459,122,76,**,**,0,0,0,0,**,**,1418,22907,1419,23399,517,1930,906,3405
98503,"$200,000 or more",94,80,69,231,57,33292,76,14256,84,939,61,1724,57,1383,20,2060,**,50,4964,**,**,35,1552,**,**,24,490,**,**,80,3576,**,**,70,278,77,447,80,881,66,1118,74,1270,94,28716,45,215,**,**,0,0,**,**,0,0,0,0,0,0,30,138,94,6664,94,6896,54,1332,37,527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98506,,"8,777","3,214","3,247","15,785","3,975","482,009","7,052","335,562","4,217","7,052","1,941","8,917","1,692","6,137","1,237","20,026",49,"1,461","8,730",809,"12,490","1,951","49,019",813,"7,464","1,336","16,385",77,"1,757","3,082","66,515",81,422,"2,692","4,882","2,843","10,719","3,036","16,383","2,568","28,747","2,468","9,920","7,229","324,626","2,759","3,568",468,467,"1,239","1,540",333,170,683,823,"1,102","1,768",921,"1,519",107,443,"6,674","51,921","6,988","55,424","1,679","4,997","6,837","24,855"
98506,"$1 under $25,000",3174,338,962,4086,809,40147,2390,27930,855,928,355,653,298,335,366,2978,**,267,35,167,926,472,5225,301,2339,144,253,**,**,285,4960,**,**,228,183,216,668,265,963,172,1333,176,268,1694,10838,425,146,**,**,101,37,30,9,415,461,842,1354,712,1183,**,**,1431,1019,1665,1485,353,236,2586,3853
98506,"$25,000 under $50,000",2109,508,776,3503,853,76621,1686,55933,863,1023,344,847,295,479,259,2328,** 29,259,94,191,1647,465,9441,245,2632,409,2755,** 28,** 232,595,9568,**,**,509,534,522,1490,584,2093,461,4122,431,823,2048,43320,722,640,90,55,375,370,73,41,226,313,260,414,209,336,**,**,1807,4838,1871,5333,378,542,1715,3777
98506,"$50,000 under $75,000",1467,689,580,2883,722,90208,1214,66421,922,1355,401,1063,350,601,227,2546,**,299,-35,170,2017,420,11420,129,1233,345,4807,**,**,754,12737,46,179,654,965,717,2260,750,3337,646,6393,604,1239,1463,60421,593,757,129,116,323,475,62,29,42,49,0,0,0,0,**,**,1423,8105,1435,8593,319,650,1140,10096
98506,"$75,000 under $100,000",831,614,332,1984,530,72166,712,52857,586,686,262,828,231,497,150,2582,20,190,397,116,1984,261,8504,60,498,209,3776,**,**,526,10726,**,**,463,871,495,1755,520,2727,463,5144,440,1179,828,50932,377,620,88,111,210,338,64,35,**,**,0,0,0,0,** 27,** 41,822,7005,824,7462,212,543,617,2014
98506,"$100,000 under $200,000",1018,908,460,2815,885,132735,905,98394,824,1732,467,1687,413,1048,194,5346,**,333,1242,140,4270,297,12563,78,762,193,3935,49,1525,766,19152,35,243,698,1775,743,3297,761,5305,702,9085,670,2409,1018,100466,553,787,137,147,230,320,104,56,**,**,0,0,0,0,**,**,1013,16873,1015,17801,334,1419,684,3035
98506,"$200,000 or more",178,157,137,514,176,70132,145,34027,167,1328,112,3839,105,3177,41,4246,**,113,6997,25,1646,36,1866,**,**,36,859,**,**,156,9372,**,**,140,554,150,1249,156,1958,124,2670,147,4002,178,58649,89,618,** 24,** 38,0,0,**,**,0,0,0,0,0,0,80,402,178,14081,178,14750,83,1607,95,2080
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98512,,"12,690","5,496","4,872","24,560","6,819","720,159","10,578","530,692","5,928","10,550","2,549","7,851","2,234","5,257","1,681","24,336",89,"1,873","12,267","1,107","14,952","2,749","67,481","1,339","12,400","1,769","22,201",68,"1,137","4,944","104,346",142,715,"4,330","8,061","4,645","16,239","4,899","25,596","4,249","49,056","3,893","11,821","10,590","479,927","4,247","5,154",611,577,"2,217","2,887",561,306,"1,061","1,244","1,581","2,834","1,348","2,506",122,365,"9,760","74,498","10,199","78,962","2,358","7,629","9,995","28,119"
98512,"$1 under $25,000",4141,599,1363,5469,1244,52917,3167,38116,1081,1130,435,766,361,375,438,2712,21,316,-147,231,1384,611,6517,449,3506,200,337,** 22,** 165,422,7091,** 30,** 85,345,308,342,941,405,1312,261,2196,254,452,2157,13791,552,186,**,**,143,53,45,17,607,667,1118,2156,990,1949,0,0,1794,1315,2102,1841,423,283,3417,5864
98512,"$25,000 under $50,000",2987,864,1123,5299,1403,109708,2478,84080,1154,1257,443,1049,389,580,342,3379,**,300,20,225,2028,606,11793,360,3866,502,3346,**,**,829,13928,**,**,703,847,751,2081,817,3073,675,5981,560,1098,2885,60584,1072,998,114,84,621,612,106,59,361,464,463,678,358,557,**,**,2526,6649,2626,7349,457,685,2506,5884
98512,"$50,000 under $75,000",2195,1158,908,4715,1343,135872,1896,103942,1217,1381,490,1165,421,756,297,2895,36,339,207,226,2441,578,14706,263,2510,460,6854,**,**,1161,20730,** 39,** 84,987,1447,1096,3325,1150,5003,1016,10523,869,1823,2186,88453,920,1356,156,144,592,913,103,52,93,113,0,0,0,0,**,**,2101,11380,2126,12034,460,942,1730,5077
98512,"$75,000 under $100,000",1495,1175,618,3833,1155,129195,1326,99078,1015,1526,441,1212,396,762,254,3190,**,325,328,210,2876,422,13433,141,1287,319,6034,**,**,1000,21058,21,64,894,1721,954,3258,997,5162,882,10362,837,2201,1491,89003,757,1275,135,139,464,799,123,68,**,**,0,0,0,0,**,**,1473,11866,1477,12504,344,866,1148,4051
98512,"$100,000 under $200,000",1661,1512,700,4647,1476,214845,1529,168219,1271,1990,611,1712,548,1182,299,7090,32,468,2737,184,4059,481,18360,126,1231,259,5077,22,339,1339,33230,52,482,1228,3090,1313,5332,1337,8747,1249,16761,1200,4202,1660,161123,857,1196,184,186,397,510,184,110,**,**,0,0,0,0,30,49,1655,26831,1657,28113,573,2467,1084,4548
98512,"$200,000 or more",211,188,160,597,198,77622,182,37257,190,3266,129,1947,119,1602,51,5070,**,125,9122,31,2164,51,2672,**,**,29,553,** 24,** 633,193,8309,**,**,173,648,189,1302,193,2299,166,3233,173,2045,211,66973,89,143,** 22,** 24,0,0,**,**,0,0,0,0,0,0,92,316,211,16457,211,17121,101,2386,110,2695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98513,,"14,371","6,707","5,706","30,255","9,332","785,868","12,251","602,013","6,317","7,064","2,510","6,286","2,198","3,990","1,484","15,583",53,"1,787","6,558","1,111","14,533","3,408","83,664","1,496","14,005","1,890","22,897",67,859,"5,774","114,847",184,591,"4,862","9,392","5,474","15,529","5,726","26,238","5,240","60,101","4,341","12,090","12,030","506,889","5,389","6,632",705,648,"3,123","4,006",776,442,"1,750","2,411","2,103","4,348","1,871","3,988",122,301,"10,728","74,456","11,209","77,857","2,415","6,628","11,668","34,668"
98513,"$1 under $25,000",4319,747,1553,6468,1772,55844,3430,42877,1071,984,372,657,320,349,366,2341,**,275,-263,173,853,558,5673,454,3401,164,241,**,**,480,8032,** 21,** 14,358,869,414,966,468,1905,378,3654,247,374,2115,13071,608,207,**,**,168,59,46,13,859,1151,1344,3128,1224,2927,**,**,1726,1207,2025,1647,343,220,3721,8147
98513,"$25,000 under $50,000",3815,1282,1496,7672,2467,139348,3191,108200,1406,1169,474,1009,414,559,321,2651,** 31,369,25,276,2187,738,14276,427,4569,597,3561,** 28,** 217,1189,18518,37,52,931,1117,1091,2440,1169,3739,1034,9681,806,1452,3688,72319,1678,1559,144,91,1023,976,199,108,709,1030,759,1220,647,1061,44,40,2966,7561,3098,8184,459,588,3334,9534
98513,"$50,000 under $75,000",2599,1544,1050,6130,1944,161222,2260,124305,1367,1419,517,1049,445,602,316,3378,**,348,363,250,2912,701,17655,292,3068,487,7017,**,**,1442,25689,41,90,1212,1840,1376,3478,1434,5585,1311,13919,1072,2344,2590,101866,1276,1921,201,179,890,1358,184,105,158,198,0,0,0,0,**,**,2430,12476,2472,13249,506,982,2090,6570
98513,"$75,000 under $100,000",1685,1368,681,4502,1420,145531,1540,115876,1046,1017,435,874,379,612,215,2117,22,278,332,190,2575,582,16271,177,1519,305,5457,**,**,1091,22019,30,75,946,1820,1050,2986,1085,5003,1027,12034,855,2454,1685,100557,881,1517,154,152,598,1011,154,94,** 24,** 32,0,0,0,0,**,**,1658,13151,1663,13621,376,868,1306,4482
98513,"$100,000 under $200,000",1783,1613,819,5013,1583,230665,1679,181266,1273,1563,605,1747,540,1149,230,3225,**,427,1841,194,4685,763,26621,146,1448,308,6041,39,642,1415,34323,55,360,1273,3196,1390,4796,1414,8496,1351,18232,1213,4352,1782,173939,877,1296,206,226,444,602,193,122,**,**,0,0,0,0,** 20,** 31,1778,29284,1781,30080,655,2447,1123,4914
98513,"$200,000 or more",170,153,107,470,146,53258,151,29489,154,912,107,950,100,719,36,1871,**,90,4260,28,1321,66,3168,**,**,29,580,**,**,157,6266,**,**,142,550,153,863,156,1510,139,2581,148,1114,170,45137,69,132,**,**,0,0,**,**,0,0,0,0,0,0,58,230,170,10777,170,11076,76,1523,94,1021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98516,,"9,514","4,801","3,916","19,968","5,723","603,823","7,740","420,866","4,660","8,338","2,260","8,654","2,030","5,661","1,158","18,182",32,"1,717","6,085","1,040","18,531","2,537","69,344",920,"8,474","1,655","22,741",73,"1,930","3,979","91,077",156,589,"3,417","7,802","3,769","13,991","3,930","22,763","3,468","42,315","3,127","11,038","7,897","407,420","3,390","3,955",424,440,"1,730","2,238",449,248,"1,054","1,432","1,264","2,598","1,104","2,359",134,416,"7,190","67,963","7,472","70,683","1,824","6,015","7,441","24,075"
98516,"$1 under $25,000",2848,531,1059,4328,1146,36181,2188,26892,762,757,312,579,274,301,259,1850,**,247,-275,162,1058,428,4433,264,1875,137,206,**,**,307,5301,**,**,240,230,255,779,292,1048,211,2010,190,291,1344,8076,360,129,**,**,98,30,** 28,** 11,581,735,860,1928,771,1763,**,**,1102,735,1298,1035,232,129,2390,5080
98516,"$25,000 under $50,000",2217,839,897,4458,1323,81423,1785,60420,867,999,336,784,287,450,202,2172,**,241,92,198,1948,512,10045,281,2904,434,2744,**,**,656,11684,34,38,524,829,596,1674,642,2574,542,5243,424,785,2112,41805,892,788,66,45,509,482,107,52,395,607,404,670,333,596,**,**,1741,4407,1806,4826,343,423,1861,5402
98516,"$50,000 under $75,000",1574,934,638,3561,1032,97071,1298,71365,888,1168,401,987,367,558,212,2181,**,306,102,206,2915,463,12335,167,1556,373,5423,**,**,847,16277,32,71,725,1941,811,2434,839,4524,754,7967,635,1533,1570,61532,748,1049,104,85,466,725,82,46,78,90,0,0,0,0,**,**,1496,7643,1509,8118,328,622,1244,3869
98516,"$75,000 under $100,000",1156,927,516,2896,805,99886,939,68617,778,1191,396,1045,351,572,177,2620,** 32,292,397,184,3541,468,15330,118,1058,344,6608,**,**,744,16225,30,78,656,1256,716,2429,736,3820,676,8259,613,1804,1155,68560,574,892,99,94,344,582,87,48,**,**,0,0,0,0,**,**,1142,9123,1146,9583,301,716,852,3057
98516,"$100,000 under $200,000",1453,1328,623,3978,1179,192135,1302,143586,1126,2040,634,2192,578,1602,234,3726,**,471,1227,243,6067,583,22776,90,1081,313,6579,** 39,** 663,1191,30610,60,402,1054,2581,1161,5007,1188,8056,1099,15506,1043,4041,1452,143955,691,942,131,161,313,419,125,79,**,**,0,0,0,0,** 33,** 45,1446,24383,1448,25109,500,1818,950,4210
98516,"$200,000 or more",266,242,183,747,238,97127,228,49986,239,2183,181,3067,173,2178,74,5633,**,160,4542,47,3002,83,4425,**,**,54,1181,34,1267,234,10980,**,**,218,965,230,1668,233,2741,186,3330,222,2584,264,83492,125,155,** 24,** 55,**,**,** 20,** 12,0,0,0,0,0,0,101,371,263,21672,265,22012,120,2307,144,2457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98520,,"8,711","3,409","4,233","17,958","5,731","371,017","7,095","258,289","3,177","5,726","1,237","4,248","1,107","3,289",947,"13,572",49,911,"6,093",791,"11,362","1,680","32,084","1,541","14,554","1,200","13,047",45,781,"1,797","33,672",42,148,"1,571","2,779","1,654","4,264","1,777","7,437","1,456","12,434","1,215","4,467","6,463","229,774","2,741","3,040",404,325,"1,557","1,843",236,111,"1,407","1,745","1,882","3,781","1,666","3,492",59,150,"5,628","33,584","5,966","35,876","1,152","3,828","7,319","19,845"
98520,"$1 under $25,000",3869,636,1726,6479,2066,48380,3003,33543,806,1437,277,486,242,303,345,2278,**,196,-111,210,1101,540,5211,619,4711,180,290,0,0,203,3050,**,**,159,124,168,315,197,462,132,793,116,190,1704,9847,473,175,** 23,** 13,196,72,26,7,936,1055,1401,2978,1274,2787,** 20,** 19,1345,865,1613,1253,268,178,3382,6950
98520,"$25,000 under $50,000",2305,834,1105,4967,1690,83370,1900,61529,775,969,299,610,267,417,203,1991,** 28,217,170,184,1622,451,8107,469,5514,423,2535,**,**,440,6239,**,**,368,421,384,716,432,1222,342,2287,237,558,2228,43374,1028,928,113,74,636,622,64,31,420,634,481,803,392,705,**,**,1812,4409,1872,4838,274,387,2019,5729
98520,"$50,000 under $75,000",1236,807,631,2967,880,75920,1057,55183,649,1002,239,591,206,445,171,2574,**,166,365,173,2027,331,7506,252,2583,294,4142,**,**,430,7635,**,**,386,572,402,881,427,1533,361,3044,281,802,1230,49384,580,857,123,105,377,599,59,27,51,56,0,0,0,0,**,**,1178,5974,1189,6422,227,521,1003,2864
98520,"$75,000 under $100,000",658,558,351,1787,557,56836,573,42394,420,586,162,499,147,381,96,928,** 21,112,138,100,1959,190,5568,125,1147,157,3036,**,**,308,5785,42,148,271,533,295,741,308,1349,268,2427,232,674,658,40611,339,563,80,57,217,373,41,19,**,**,0,0,0,0,**,**,651,5338,651,5591,155,423,502,1891
98520,"$100,000 under $200,000",546,493,338,1479,437,70737,480,49786,443,882,203,963,190,782,104,3158,**,166,1074,103,3499,147,4470,76,599,146,3044,45,781,333,7514,**,**,308,833,324,1090,331,2010,296,2954,272,1139,546,55406,286,398,65,76,131,177,46,27,0,0,0,0,0,0,**,**,545,9313,544,9826,183,1166,362,1638
98520,"$200,000 or more",97,81,82,279,101,35774,82,15854,84,850,57,1099,55,961,28,2643,**,54,4457,21,1154,21,1222,**,**,**,**,**,**,83,3449,**,**,79,296,81,521,82,861,57,929,77,1104,97,31152,35,119,**,**,**,**,**,**,0,0,0,0,0,0,39,131,97,7685,97,7946,45,1153,51,773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98524,,"1,634",939,737,"3,206",681,"101,065","1,107","56,361",914,"1,406",472,"1,842",412,"1,126",181,"1,415",0,379,668,312,"5,624",669,"21,071",164,"1,459",477,"6,203",0,0,785,"18,072",0,0,690,"1,418",746,"2,078",775,"3,673",670,"7,788",622,"1,960","1,364","66,541",476,503,77,58,217,294,36,18,78,111,127,236,103,199,0,0,"1,282","10,698","1,325","11,052",344,995,"1,210","3,355"
98524,"$1 under $25,000",441,117,168,595,96,5446,257,3025,175,195,99,254,83,128,42,153,**,79,-114,55,324,135,1598,42,283,36,75,**,**,84,1845,**,**,72,75,74,177,81,256,56,481,57,88,191,1112,41,12,**,**,**,**,**,**,32,40,82,156,69,138,**,**,169,104,195,148,47,23,323,558
98524,"$25,000 under $50,000",363,169,168,686,151,13251,230,7240,187,219,89,296,79,170,41,468,**,73,-29,55,669,146,3153,50,514,134,761,**,**,130,2721,**,**,113,173,120,272,127,452,103,949,95,175,347,6465,108,81,**,**,59,57,**,**,46,71,45,80,34,61,**,**,299,689,314,786,67,62,292,743
98524,"$50,000 under $75,000",322,218,141,704,159,20009,230,11481,195,231,93,308,75,193,36,212,**,73,18,64,796,151,5024,33,278,119,1692,**,**,179,3336,**,**,155,237,169,377,176,647,161,1634,134,296,319,12585,119,141,** 50,** 32,64,91,36,18,**,**,0,0,0,0,**,**,310,1571,311,1626,77,127,241,673
98524,"$75,000 under $100,000",250,205,123,600,144,21624,184,13022,163,295,83,384,71,232,33,197,**,68,28,63,1116,113,4527,39,384,98,1790,**,**,181,3865,**,**,161,337,175,492,180,855,164,1887,149,419,250,14791,104,154,**,**,58,101,**,**,**,**,0,0,0,0,**,**,247,1980,247,2034,63,140,186,643
98524,"$100,000 under $200,000",237,230,137,574,131,30350,206,21593,194,466,108,600,104,403,29,385,**,86,765,75,2719,124,6769,**,**,90,1885,**,**,190,4866,**,**,189,596,187,621,190,1154,186,2837,187,982,236,22813,104,115,** 27,** 26,36,45,**,**,0,0,0,0,0,0,**,**,236,3797,237,3894,90,643,168,738
98524,"$200,000 or more",21,**,**,47,**,10385,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,21,1439,**,**,**,**,21,139,21,309,**,**,**,**,21,8775,**,**,**,**,0,0,0,0,0,0,0,0,0,0,**,**,21,2557,21,2564,**,**,**,**
