"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 2001",,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98590                ,169,371,74,"4,889",112,"2,379",104,225,117,463,41,**        ,33,
"Under $10,000        ",40,48,7,111,29,111,14,12,**        ,**          ,*       13,**        ,**        ,
"$10,000 under $25,000",54,126,16,901,29,381,38,118,*       45,*         35,**        ,**        ,*       22,
"$25,000 under $50,000",47,111,26,"1,740",34,"1,014",27,65,45,156,12,--        ,**        ,
"$50,000 or more      ",28,86,25,"2,137",20,873,25,30,27,272,16,**        ,11,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98591                ,"1,386","3,199",939,"48,269","1,130","36,210",802,"1,987",998,"5,366",194,77,365,
"Under $10,000        ",335,427,90,924,247,"1,274",137,220,84,40,39,16,16,
"$10,000 under $25,000",348,793,202,"5,951",254,"4,085",168,337,241,228,44,15,48,
"$25,000 under $50,000",366,974,328,"13,448",323,"10,750",220,408,337,"1,007",53,22,104,
"$50,000 or more      ",337,"1,005",319,"27,946",306,"20,101",277,"1,022",336,"4,091",58,24,197,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98592                ,691,"1,592",207,"32,071",441,"15,540",474,"1,879",557,"4,136",112,**        ,265,
"Under $10,000        ",103,140,6,224,57,277,48,62,26,4,16,--        ,14,
"$10,000 under $25,000",151,307,30,"2,579",92,"1,299",87,179,112,118,15,--        ,31,
"$25,000 under $50,000",209,509,95,"7,551",140,"4,332",141,374,192,617,36,**        ,74,
"$50,000 or more      ",228,636,76,"21,717",152,"9,632",198,"1,264",227,"3,397",45,**        ,146,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98593                ,402,979,326,"12,077",329,"9,240",190,274,284,"1,048",57,14,94,
"Under $10,000        ",85,138,35,423,55,311,25,21,21,4,14,--        ,**        ,
"$10,000 under $25,000",114,276,87,"1,889",90,"1,288",51,93,77,63,11,**        ,*       19,
"$25,000 under $50,000",130,360,140,"4,736",120,"3,978",66,76,113,349,17,*       14,34,
"$50,000 or more      ",73,205,64,"5,029",64,"3,663",48,84,73,632,15,**        ,41,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98595                ,"1,346","2,861",643,"44,926",994,"26,656",708,"2,190",947,"6,170",281,**        ,263,
"Under $10,000        ",339,502,92,606,243,"1,303",120,225,70,12,59,**        ,17,
"$10,000 under $25,000",416,857,171,"6,894",287,"4,268",191,453,299,318,79,**        ,44,
"$25,000 under $50,000",343,823,204,"12,352",261,"8,066",198,566,332,"1,042",84,**        ,82,
"$50,000 or more      ",248,679,176,"25,074",203,"13,019",199,946,246,"4,798",59,**        ,120,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98596                ,"2,485","5,842","1,764","83,256","2,051","62,231","1,390","2,955","1,796","8,184",348,163,680,
"Under $10,000        ",526,623,121,"1,980",406,"2,104",202,219,141,28,68,18,26,
"$10,000 under $25,000",707,"1,563",409,"12,082",545,"8,336",330,546,476,451,100,35,105,
"$25,000 under $50,000",691,"1,913",646,"25,326",594,"19,793",416,783,624,"1,848",103,60,235,
"$50,000 or more      ",561,"1,743",588,"43,868",506,"31,998",442,"1,407",555,"5,857",77,50,314,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98597                ,"6,256","14,496","4,631","231,727","5,421","187,484","2,925","4,737","4,772","24,001",852,127,"2,093",
"Under $10,000        ","1,145","1,433",334,"3,849",883,"4,797",299,324,310,100,189,16,70,
"$10,000 under $25,000","1,499","3,108",878,"26,029","1,219","19,439",540,726,"1,035","1,125",172,11,198,
"$25,000 under $50,000","1,876","4,798","1,672","68,294","1,708","57,233",861,994,"1,698","5,104",228,41,677,
"$50,000 or more      ","1,736","5,157","1,747","133,555","1,611","106,015","1,225","2,693","1,729","17,672",263,59,"1,148",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98600                ,10,9,0,168,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
"Under $10,000        ",*       10,*        9,*        0,*        168,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,--        ,
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98601                ,"1,033","2,512",809,"42,026",890,"33,186",571,842,819,"4,458",193,64,429,
"Under $10,000        ",174,216,40,-31,136,830,57,69,54,10,28,**        ,12,
"$10,000 under $25,000",226,454,102,"3,898",183,"2,911",96,172,166,170,29,*       16,38,
"$25,000 under $50,000",312,846,304,"11,755",280,"9,355",175,246,281,826,66,16,148,
"$50,000 or more      ",321,996,363,"26,404",291,"20,090",243,355,318,"3,452",70,32,231,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98602                ,70,170,47,"2,186",57,"1,460",44,104,50,197,17,**        ,17,
"Under $10,000        ",14,20,4,39,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,--        ,
"$10,000 under $25,000",21,49,11,341,*       27,*        289,*       17,*       22,*       17,*         10,*       17,**        ,**        ,
"$25,000 under $50,000",21,55,15,762,17,545,15,49,19,61,**        ,**        ,*       17,
"$50,000 or more      ",14,46,17,"1,044",13,626,12,33,14,126,**        ,**        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98603                ,312,711,228,"12,289",265,"8,596",160,499,236,"1,471",53,**        ,113,
"Under $10,000        ",69,63,12,198,53,221,27,36,23,4,*       15,--        ,**        ,
"$10,000 under $25,000",77,165,49,"1,324",59,961,29,38,55,57,**        ,--        ,*       22,
"$25,000 under $50,000",85,230,82,"3,231",78,"2,602",49,90,77,229,14,**        ,35,
"$50,000 or more      ",81,253,85,"7,536",75,"4,812",55,335,81,"1,181",24,**        ,56,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98604                ,"10,885","26,946","9,498","576,904","9,491","429,125","6,538","13,733","8,853","71,328","1,811",229,"5,455",
"Under $10,000        ","1,730","1,668",367,"6,073","1,402","7,461",632,607,564,117,192,24,115,
"$10,000 under $25,000","2,056","3,872",958,"35,027","1,649","25,964",886,"1,695","1,506","1,650",253,26,321,
"$25,000 under $50,000","2,710","6,947","2,436","101,301","2,383","82,074","1,510","2,249","2,445","7,383",463,59,"1,339",
"$50,000 or more      ","4,389","14,459","5,737","434,503","4,057","313,626","3,510","9,182","4,338","62,178",903,120,"3,680",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98605                ,589,"1,290",421,"17,945",523,"14,969",271,339,433,"1,730",96,**        ,115,
"Under $10,000        ",109,134,27,180,86,480,35,27,34,5,19,--        ,**        ,
"$10,000 under $25,000",202,430,143,"3,521",177,"2,881",71,85,139,149,18,--        ,*       16,
"$25,000 under $50,000",179,451,172,"6,522",170,"5,588",89,67,162,506,31,**        ,40,
"$50,000 or more      ",99,275,79,"7,722",90,"6,020",76,160,98,"1,070",28,--        ,59,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98606                ,"3,671","8,895","3,092","216,552","3,120","163,547","2,482","7,268","3,000","32,015",653,126,"1,793",
"Under $10,000        ",675,584,120,"-5,593",515,"3,495",311,553,235,50,73,19,54,
"$10,000 under $25,000",615,"1,085",216,"10,483",479,"7,624",292,532,475,548,82,14,89,
"$25,000 under $50,000",733,"1,817",600,"27,103",607,"20,222",452,956,661,"2,097",135,21,286,
"$50,000 or more      ","1,648","5,409","2,156","184,559","1,519","132,206","1,427","5,227","1,629","29,320",363,72,"1,364",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98607                ,"8,623","20,747","6,807","620,358","7,470","435,452","5,469","17,973","7,155","97,282","1,314",77,"4,523",
"Under $10,000        ","1,309","1,243",255,-257,"1,001","5,799",502,642,422,83,121,*       16,95,
"$10,000 under $25,000","1,448","2,733",609,"24,891","1,122","17,997",621,"1,275","1,049","1,198",171,**        ,220,
"$25,000 under $50,000","1,777","4,137","1,288","65,646","1,548","52,662",984,"1,891","1,626","5,199",285,13,779,
"$50,000 or more      ","4,089","12,634","4,655","530,078","3,799","358,994","3,362","14,165","4,058","90,802",737,48,"3,429",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98609                ,41,85,18,"1,898",33,"1,652",29,11,36,248,**        ,--        ,19,
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,*       10,*         12,--        ,--        ,--        ,
"$10,000 under $25,000",*       14,*       26,*        3,*        205,**        ,**          ,*       16,*        7,**        ,**          ,--        ,--        ,**        ,
"$25,000 under $50,000",11,27,9,402,*       18,*        459,**        ,**        ,10,30,--        ,--        ,**        ,
"$50,000 or more      ",16,32,6,"1,291",15,"1,193",13,4,16,206,**        ,--        ,*       19,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98610                ,"1,050","2,386",699,"36,476",910,"27,918",518,"1,701",795,"3,629",140,12,294,
"Under $10,000        ",222,246,45,958,190,995,62,31,65,14,25,**        ,**        ,
"$10,000 under $25,000",285,619,160,"4,802",222,"3,254",117,198,207,217,30,--        ,*       37,
"$25,000 under $50,000",283,733,230,"10,322",259,"8,554",139,277,267,768,45,*       12,93,
"$50,000 or more      ",260,788,264,"20,394",239,"15,115",200,"1,195",256,"2,630",40,**        ,164,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98611                ,"3,713","8,506","2,424","145,202","3,115","112,012","2,424","5,182","2,929","16,233",457,105,"1,080",
"Under $10,000        ",691,791,150,"2,765",549,"2,916",296,246,220,49,69,**        ,36,
"$10,000 under $25,000",884,"1,807",406,"15,013",668,"10,276",466,997,646,641,88,*       23,98,
"$25,000 under $50,000","1,015","2,572",791,"37,732",870,"29,538",670,"1,136",946,"3,004",121,26,310,
"$50,000 or more      ","1,123","3,336","1,077","89,692","1,028","69,282",992,"2,803","1,117","12,539",179,56,636,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98612                ,"1,107","2,611",589,"47,556",816,"27,766",712,"2,637",827,"6,425",219,46,319,
"Under $10,000        ",228,326,44,686,145,669,98,140,47,11,48,**        ,12,
"$10,000 under $25,000",267,596,97,"4,558",175,"2,433",143,485,189,183,41,*       27,35,
"$25,000 under $50,000",268,697,198,"9,969",219,"7,395",180,450,249,812,53,**        ,79,
"$50,000 or more      ",344,992,250,"32,343",277,"17,269",291,"1,562",342,"5,419",77,19,193,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98613                ,161,373,104,"7,626",129,"3,892",101,754,113,"1,291",31,46,29,
"Under $10,000        ",53,68,11,115,36,180,31,54,17,4,**        ,*       18,**        ,
"$10,000 under $25,000",30,66,11,492,25,343,16,17,21,24,*       19,**        ,*       15,
"$25,000 under $50,000",36,98,27,"1,266",28,865,17,62,34,94,**        ,10,**        ,
"$50,000 or more      ",42,141,55,"5,753",40,"2,504",37,621,41,"1,169",12,18,14,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98614                ,263,568,120,"9,110",178,"4,307",167,573,196,"1,190",73,**        ,81,
"Under $10,000        ",57,72,15,147,38,167,21,26,13,1,15,**        ,**        ,
"$10,000 under $25,000",89,186,28,"1,487",55,874,54,161,69,67,26,**        ,*       24,
"$25,000 under $50,000",65,171,42,"2,360",48,"1,430",44,76,62,177,17,**        ,27,
"$50,000 or more      ",52,139,35,"5,116",37,"1,836",48,310,52,945,15,**        ,30,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98616                ,83,175,46,"4,569",66,"2,078",41,551,62,761,15,--        ,26,
"Under $10,000        ",14,18,3,2,10,50,*       11,*       19,**        ,**          ,**        ,--        ,**        ,
"$10,000 under $25,000",16,30,10,261,13,172,**        ,**        ,*       11,*          9,*       15,--        ,*       13,
"$25,000 under $50,000",29,58,13,988,23,593,12,50,27,85,**        ,--        ,**        ,
"$50,000 or more      ",24,69,20,"3,318",20,"1,263",18,482,24,667,**        ,--        ,13,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98617                ,371,877,240,"14,103",313,"10,181",192,364,283,"1,522",35,19,120,
"Under $10,000        ",63,67,11,319,55,272,11,10,13,2,**        ,**        ,**        ,
"$10,000 under $25,000",101,238,62,"1,738",74,"1,166",43,90,71,74,**        ,**        ,*       19,
"$25,000 under $50,000",102,278,85,"3,869",91,"2,912",59,41,94,288,*       22,*       19,34,
"$50,000 or more      ",105,294,82,"8,177",93,"5,831",79,223,105,"1,158",13,**        ,67,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98619                ,231,489,121,"7,367",197,"5,779",119,343,174,879,22,24,31,
"Under $10,000        ",62,83,12,-81,51,298,27,102,19,3,*       11,**        ,**        ,
"$10,000 under $25,000",54,107,19,922,40,580,27,43,42,43,**        ,*       24,**        ,
"$25,000 under $50,000",70,154,42,"2,617",64,"2,149",37,118,69,239,*       11,**        ,*       19,
"$50,000 or more      ",45,145,48,"3,909",42,"2,752",28,80,44,594,**        ,**        ,12,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98620                ,"2,677","6,269","1,770","94,150","2,159","65,304","1,440","4,154","1,931","10,114",410,203,639,
"Under $10,000        ",605,800,188,"1,702",467,"2,239",212,255,139,31,70,34,31,
"$10,000 under $25,000",672,"1,518",392,"11,300",493,"7,469",294,799,444,438,96,33,82,
"$25,000 under $50,000",732,"1,930",567,"26,829",599,"18,874",417,986,685,"2,094",127,73,196,
"$50,000 or more      ",668,"2,021",623,"54,319",600,"36,722",517,"2,114",663,"7,551",117,63,330,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98621                ,88,207,49,"2,768",62,"1,671",54,192,68,254,19,**        ,18,
"Under $10,000        ",15,27,5,46,**        ,**          ,**        ,**        ,**        ,**          ,**        ,**        ,**        ,
"$10,000 under $25,000",27,64,17,504,*       27,*        334,*       22,*       41,*       24,*         23,**        ,**        ,**        ,
"$25,000 under $50,000",31,71,12,"1,064",23,668,18,106,30,85,*       19,**        ,*       18,
"$50,000 or more      ",15,45,15,"1,154",12,669,14,45,14,146,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98622                ,105,248,74,"4,968",85,"3,683",72,232,87,638,12,**        ,37,
"Under $10,000        ",16,21,1,74,**        ,**          ,*       19,*       55,**        ,**          ,*       12,**        ,**        ,
"$10,000 under $25,000",22,32,1,386,*       27,*        284,**        ,**        ,*       24,*         27,--        ,--        ,**        ,
"$25,000 under $50,000",27,83,37,966,24,717,16,40,23,66,**        ,--        ,**        ,
"$50,000 or more      ",40,112,35,"3,542",34,"2,682",37,137,40,545,**        ,**        ,*       37,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98623                ,160,378,126,"5,066",137,"3,909",75,198,97,517,18,14,35,
"Under $10,000        ",37,47,15,154,32,192,10,5,10,1,**        ,**        ,**        ,
"$10,000 under $25,000",50,132,55,815,40,607,18,33,21,21,*       18,**        ,**        ,
"$25,000 under $50,000",44,118,36,"1,538",38,"1,096",24,107,39,104,**        ,*       14,*       19,
"$50,000 or more      ",29,81,20,"2,559",27,"2,014",23,53,27,391,**        ,**        ,16,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98624                ,605,"1,309",293,"18,632",459,"12,517",341,"1,251",434,"1,906",129,14,140,
"Under $10,000        ",149,203,35,363,108,611,59,99,38,7,26,**        ,11,
"$10,000 under $25,000",183,368,69,"3,115",136,"2,109",77,195,137,146,27,**        ,20,
"$25,000 under $50,000",158,397,108,"5,626",128,"4,146",103,290,144,456,36,*       14,48,
"$50,000 or more      ",115,341,81,"9,528",87,"5,651",102,667,115,"1,297",40,**        ,61,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98625                ,"2,284","5,251","1,442","105,859","1,943","77,457","1,449","3,395","1,837","13,696",312,32,834,
"Under $10,000        ",407,464,86,"1,205",308,"1,447",158,168,114,22,45,**        ,19,
"$10,000 under $25,000",461,972,214,"7,880",355,"5,570",218,382,331,349,48,*       14,57,
"$25,000 under $50,000",570,"1,316",338,"21,043",490,"16,303",359,724,550,"1,774",79,**        ,184,
"$50,000 or more      ",846,"2,499",804,"75,731",790,"54,137",714,"2,121",842,"11,551",140,18,574,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98626                ,"9,058","20,679","6,428","338,332","7,844","262,657","4,946","9,783","6,842","37,530",903,65,"2,466",
"Under $10,000        ","1,824","2,333",633,"7,373","1,529","7,647",522,507,474,100,157,**        ,62,
"$10,000 under $25,000","2,375","4,878","1,263","40,142","1,905","29,630",975,"1,953","1,695","1,758",160,*       16,188,
"$25,000 under $50,000","2,443","6,219","2,055","89,713","2,164","72,021","1,411","2,159","2,262","7,099",241,15,728,
"$50,000 or more      ","2,416","7,249","2,477","201,104","2,246","153,359","2,038","5,164","2,411","28,573",345,34,"1,488",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98628                ,185,440,147,"5,612",157,"4,466",78,154,124,519,28,**        ,22,
"Under $10,000        ",41,58,14,185,30,144,14,6,12,2,*       14,--        ,**        ,
"$10,000 under $25,000",55,139,46,953,43,667,17,34,30,31,**        ,**        ,*       11,
"$25,000 under $50,000",54,140,50,"2,014",49,"1,601",19,56,47,169,*       14,**        ,**        ,
"$50,000 or more      ",35,103,37,"2,460",35,"2,054",28,58,35,317,**        ,**        ,11,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98629                ,"2,848","6,769","2,187","128,852","2,492","109,393","1,678","3,637","2,297","15,009",477,167,"1,445",
"Under $10,000        ",482,495,107,"-4,830",380,"2,290",162,789,143,31,63,14,46,
"$10,000 under $25,000",524,998,246,"8,942",430,"6,877",201,332,367,405,76,26,86,
"$25,000 under $50,000",679,"1,677",526,"25,455",599,"20,513",375,557,631,"1,928",114,31,339,
"$50,000 or more      ","1,163","3,599","1,308","99,285","1,083","79,713",940,"1,959","1,156","12,645",224,96,974,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98631                ,"1,329","2,861",552,"54,257",959,"25,239",768,"3,456",931,"8,039",213,31,367,
"Under $10,000        ",329,461,90,825,248,"1,293",129,184,74,13,49,**        ,31,
"$10,000 under $25,000",426,895,169,"7,079",307,"4,464",199,588,305,303,55,*       18,61,
"$25,000 under $50,000",334,814,146,"11,811",232,"6,713",232,670,313,959,55,**        ,133,
"$50,000 or more      ",240,691,147,"34,542",172,"12,769",208,"2,014",239,"6,764",54,13,142,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98632                ,"19,562","43,813","12,549","797,659","16,309","586,220","11,821","30,016","15,049","99,188","2,097",116,"5,727",
"Under $10,000        ","3,775","4,591","1,151","16,410","3,065","16,043","1,356","1,215","1,068",223,307,11,152,
"$10,000 under $25,000","5,072","10,487","2,640","85,908","3,871","60,191","2,299","5,304","3,608","3,877",359,22,488,
"$25,000 under $50,000","4,974","11,837","3,492","181,756","4,214","139,567","3,173","6,350","4,668","15,292",546,33,"1,493",
"$50,000 or more      ","5,741","16,898","5,266","513,585","5,159","370,419","4,993","17,147","5,705","79,796",885,50,"3,594",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98635                ,648,"1,495",397,"24,420",536,"16,753",353,"1,073",456,"3,006",107,41,171,
"Under $10,000        ",146,209,40,381,117,547,51,58,30,4,19,*       14,12,
"$10,000 under $25,000",178,415,114,"3,064",133,"2,024",80,182,117,124,28,**        ,18,
"$25,000 under $50,000",170,445,131,"6,154",153,"4,588",98,226,158,476,34,16,49,
"$50,000 or more      ",154,426,112,"14,821",133,"9,594",124,607,151,"2,402",26,11,92,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98637                ,61,123,19,"1,787",36,927,37,88,44,175,16,**        ,18,
"Under $10,000        ",14,21,3,66,**        ,**          ,**        ,**        ,**        ,**          ,**        ,**        ,**        ,
"$10,000 under $25,000",23,42,6,402,*       19,*        258,*       27,*       56,*       20,*         19,*       16,--        ,**        ,
"$25,000 under $50,000",13,30,5,489,*       17,*        669,**        ,**        ,13,45,**        ,--        ,*       18,
"$50,000 or more      ",11,30,5,830,**        ,**          ,10,32,11,111,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98638                ,583,"1,299",329,"20,748",472,"14,236",357,908,443,"2,199",118,24,146,
"Under $10,000        ",132,156,31,371,100,416,57,44,37,7,19,*       10,**        ,
"$10,000 under $25,000",130,266,46,"2,192",92,"1,367",66,187,97,95,30,**        ,*       29,
"$25,000 under $50,000",166,415,125,"6,249",147,"4,987",108,202,155,531,35,*       14,42,
"$50,000 or more      ",155,462,127,"11,936",133,"7,466",126,475,154,"1,566",34,**        ,75,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98639                ,295,662,188,"10,326",259,"7,917",148,324,217,"1,037",38,--        ,82,
"Under $10,000        ",66,77,22,335,59,284,16,10,14,2,*       14,--        ,*       12,
"$10,000 under $25,000",68,133,27,"1,107",56,880,30,67,46,47,**        ,--        ,**        ,
"$25,000 under $50,000",85,219,62,"3,077",75,"2,306",48,86,81,238,*       24,--        ,26,
"$50,000 or more      ",76,233,77,"5,807",69,"4,447",54,161,76,750,**        ,--        ,44,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98640                ,"1,551","3,665",511,"52,014",959,"22,204",984,"3,799","1,108","5,908",200,**        ,401,
"Under $10,000        ",335,569,87,"1,553",214,"1,263",132,203,67,13,49,**        ,28,
"$10,000 under $25,000",518,"1,198",166,"8,848",311,"4,467",294,785,366,366,61,--        ,88,
"$25,000 under $50,000",409,"1,083",153,"14,793",244,"6,557",302,"1,005",388,"1,268",43,--        ,122,
"$50,000 or more      ",289,815,105,"26,820",190,"9,917",256,"1,806",287,"4,261",47,**        ,163,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98641                ,89,199,11,"3,590",48,"1,354",68,186,76,438,18,**        ,35,
"Under $10,000        ",12,19,2,56,**        ,**          ,**        ,**        ,**        ,**          ,**        ,**        ,**        ,
"$10,000 under $25,000",24,49,4,415,*       17,*        182,*       21,*       51,*       23,*         19,**        ,--        ,**        ,
"$25,000 under $50,000",28,61,2,"1,020",18,521,23,55,28,90,*       18,**        ,*       19,
"$50,000 or more      ",25,70,3,"2,099",13,651,24,80,25,329,**        ,**        ,16,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98642                ,"5,292","12,172","3,531","301,533","4,277","207,074","3,567","21,621","4,249","45,262",868,217,"2,478",
"Under $10,000        ",975,938,172,-881,723,"5,105",442,712,323,106,111,32,81,
"$10,000 under $25,000","1,023","1,964",366,"17,322",727,"11,243",534,"1,292",752,840,138,32,197,
"$25,000 under $50,000","1,170","2,748",757,"43,179",955,"31,693",753,"1,788","1,068","3,475",210,35,484,
"$50,000 or more      ","2,124","6,522","2,236","241,913","1,872","159,033","1,838","17,829","2,106","40,841",409,118,"1,716",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98643                ,153,383,100,"5,310",108,"3,476",101,326,113,510,28,15,34,
"Under $10,000        ",27,38,4,137,15,73,14,30,**        ,**          ,*       15,**        ,*       10,
"$10,000 under $25,000",42,92,12,716,26,391,25,70,*       36,*         34,**        ,**        ,**        ,
"$25,000 under $50,000",49,144,47,"1,810",36,"1,106",35,148,42,136,*       13,*       15,11,
"$50,000 or more      ",35,109,37,"2,647",31,"1,906",27,78,35,340,**        ,**        ,13,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98644                ,361,759,163,"11,254",272,"6,825",204,838,260,"1,247",70,**        ,81,
"Under $10,000        ",83,99,22,264,60,280,35,39,19,4,14,--        ,*       17,
"$10,000 under $25,000",119,263,55,"1,991",89,"1,378",56,222,89,83,22,--        ,**        ,
"$25,000 under $50,000",94,226,56,"3,331",74,"2,256",57,103,87,281,17,--        ,21,
"$50,000 or more      ",65,171,30,"5,668",49,"2,911",56,474,65,879,17,**        ,43,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98645                ,416,981,274,"17,480",354,"12,885",269,752,323,"1,963",51,10,142,
"Under $10,000        ",68,85,16,348,58,286,26,16,18,3,**        ,--        ,**        ,
"$10,000 under $25,000",101,221,53,"1,723",75,"1,104",52,111,63,71,*       16,*       10,*       19,
"$25,000 under $50,000",108,284,95,"4,066",96,"3,274",71,182,103,307,17,**        ,39,
"$50,000 or more      ",139,391,110,"11,343",125,"8,221",120,443,139,"1,582",18,**        ,84,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98647                ,159,362,107,"4,552",126,"3,709",66,84,100,437,32,16,35,
"Under $10,000        ",44,60,12,154,32,169,14,10,**        ,**          ,*       16,**        ,*       11,
"$10,000 under $25,000",39,97,38,638,25,413,12,21,*       26,*         17,**        ,**        ,**        ,
"$25,000 under $50,000",54,138,34,"2,018",49,"1,623",26,42,52,160,*       16,*       16,13,
"$50,000 or more      ",22,67,23,"1,742",20,"1,504",14,11,22,260,**        ,**        ,11,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98648                ,"1,222","2,709",756,"45,581","1,033","34,924",674,"1,664",931,"5,214",180,17,380,
"Under $10,000        ",244,293,79,127,197,"1,344",87,77,73,14,33,**        ,14,
"$10,000 under $25,000",323,666,156,"5,561",256,"3,919",143,286,230,263,39,**        ,39,
"$25,000 under $50,000",333,802,224,"12,198",293,"9,656",190,277,309,995,42,*       17,115,
"$50,000 or more      ",322,948,297,"27,695",287,"20,005",254,"1,024",319,"3,942",66,**        ,212,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98649                ,395,900,271,"14,739",347,"11,607",237,367,305,"1,483",50,14,125,
"Under $10,000        ",73,99,23,261,61,306,26,23,15,4,**        ,**        ,**        ,
"$10,000 under $25,000",82,154,36,"1,326",65,989,36,46,58,61,*       20,--        ,*       17,
"$25,000 under $50,000",127,319,108,"4,885",114,"3,982",74,153,119,393,12,*       14,41,
