WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98611,,"4,073","2,051","1,966","8,477","2,503","204,381","3,223","145,017","1,832","2,651",551,"1,126",484,661,436,"3,688",88,507,"1,728",519,"8,115","1,095","21,088",618,"4,129",776,"8,840",0,0,"1,197","22,635",110,464,980,"1,664","1,127","2,711","1,182","4,987","1,025","10,073",833,"2,567","3,229","130,120","1,191","1,452",86,26,740,"1,038",126,49,402,482,650,"1,339",562,"1,219",0,0,"2,969","18,998","3,079","19,813",624,"1,595","3,239","8,298"
98611,"$1 under $25,000",1487,313,611,2243,592,18829,1086,12417,405,432,122,220,104,104,136,599,31,113,-12,123,781,306,3087,179,1093,103,169,**,**,103,1307,**,**,80,60,87,171,98,245,67,498,58,98,674,3904,152,53,**,**,51,19,**,**,254,278,473,1068,427,997,**,**,567,362,651,488,121,62,1234,2306
98611,"$25,000 under $50,000",952,421,480,1925,552,34866,720,23143,401,699,126,269,107,148,77,822,**,103,48,153,1649,289,5114,179,1494,275,1804,**,**,244,3805,**,**,194,214,216,398,235,645,197,1521,145,375,923,17591,344,292,28,8,202,217,43,14,125,173,177,271,135,222,**,**,795,1839,814,1990,130,192,799,1981
98611,"$50,000 under $75,000",690,475,371,1665,501,42889,575,31374,367,382,107,284,99,163,92,407,35,99,99,114,1494,223,5140,125,734,195,2824,**,**,270,4660,44,134,219,323,254,571,269,1028,233,2083,181,435,688,27638,283,419,37,13,201,331,24,10,23,31,0,0,0,0,**,**,667,3393,672,3504,122,219,552,1590
98611,"$75,000 under $100,000",487,415,246,1342,440,41917,429,32251,305,424,90,107,79,59,63,642,**,85,342,67,1467,142,3871,79,485,110,2120,**,**,259,4912,34,120,213,388,255,608,259,1141,235,2389,186,523,487,29461,218,389,**,**,176,314,30,9,**,**,0,0,0,0,**,**,483,3844,485,3992,96,257,379,1216
98611,"$100,000 under $200,000",419,392,227,1195,384,52785,382,40608,317,493,106,246,95,187,68,1218,22,107,1251,62,2724,135,3876,56,323,93,1923,**,**,290,6538,32,210,248,597,284,815,290,1604,270,3222,236,835,419,40321,194,299,21,5,110,157,29,16,0,0,0,0,0,0,**,**,419,6619,419,6837,155,865,275,1205
98611,"$200,000 or more",38,35,31,107,34,13095,31,5224,37,221,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,31,1413,**,**,26,82,31,148,31,324,23,360,27,301,38,11205,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,38,2941,38,3002,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98612,,"1,215",640,701,"2,361",575,"61,227",823,"33,996",616,"1,234",276,"1,017",233,647,246,"1,296",40,248,"1,067",212,"2,956",447,"10,416",154,907,325,"3,911",0,0,386,"7,478",74,309,284,449,352,973,378,"1,807",299,"2,911",268,743,898,"39,495",328,330,22,5,160,215,21,6,103,105,190,325,150,281,0,0,820,"5,950",890,"6,377",258,"1,126",843,"2,043"
98612,"$1 under $25,000",479,120,240,676,145,5466,285,2839,175,197,64,139,51,77,85,282,**,68,-84,54,311,139,1559,54,293,40,69,**,**,62,983,**,**,47,29,51,119,57,159,36,255,41,77,175,978,40,12,**,**,**,**,**,**,62,55,137,252,114,225,**,**,146,87,199,157,49,35,360,571
98612,"$25,000 under $50,000",263,141,146,561,158,9868,175,5719,123,232,59,173,49,89,48,327,**,51,77,40,327,101,2012,39,301,105,650,**,**,76,1357,30,70,60,72,68,168,75,262,53,433,46,144,251,4709,95,80,22,5,68,61,21,6,41,50,53,73,36,56,**,**,209,468,223,537,54,73,193,504
98612,"$50,000 under $75,000",201,143,129,450,106,12391,157,8188,119,149,49,69,42,43,53,295,40,37,41,39,398,82,2149,31,145,71,1046,**,**,73,1272,**,**,53,82,65,151,72,291,64,576,45,146,201,8071,77,89,**,**,42,69,**,**,**,**,0,0,0,0,**,**,195,1017,196,1085,53,112,142,385
98612,"$75,000 under $100,000",131,110,90,306,65,11290,97,6182,100,308,50,285,45,181,28,238,**,42,230,37,663,61,2171,30,168,53,1078,**,**,75,1546,21,61,49,109,72,219,74,391,60,613,55,123,130,7957,57,63,**,**,22,43,**,**,**,**,0,0,0,0,**,**,129,1044,131,1111,42,116,78,291
98612,"$100,000 under $200,000",141,126,96,368,101,22212,109,11068,99,348,54,351,46,257,32,154,**,50,803,42,1257,64,2525,**,**,56,1068,**,**,100,2320,23,178,75,157,96,316,100,704,86,1034,81,253,141,17780,59,86,**,**,28,42,**,**,0,0,0,0,0,0,**,**,141,3334,141,3487,60,790,70,292
98612,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98613,,166,101,93,348,91,"9,076",129,"5,731",86,97,50,61,48,31,27,16,40,46,62,23,88,48,643,0,0,35,362,0,0,41,709,0,0,27,20,34,46,41,129,32,287,33,35,127,"5,905",49,57,0,0,28,45,0,0,0,0,23,37,0,0,0,0,118,722,128,800,35,61,111,271
98613,"$1 under $25,000",57,20,34,85,34,669,36,449,42,33,23,26,22,18,**,**,**,21,-1,23,88,27,327,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,20,122,20,8,**,**,**,**,**,**,**,**,23,37,**,**,**,**,**,**,23,20,**,**,39,74
98613,"$25,000 under $50,000",38,24,20,79,**,1366,34,1058,**,**,**,**,**,**,27,16,**,**,**,**,**,**,**,**,**,35,362,**,**,**,**,**,**,27,20,**,**,**,**,**,**,**,**,36,638,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,52,74,35,74,**,**,30,73
98613,"$50,000 under $75,000",46,34,39,111,32,3241,38,2326,44,64,27,35,26,13,**,**,40,25,63,**,**,21,316,**,**,**,**,**,**,41,709,**,**,**,**,34,46,41,129,32,287,33,35,46,2178,29,49,**,**,28,45,**,**,**,**,0,0,**,**,**,**,42,250,45,272,35,61,42,124
98613,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98613,"$100,000 under $200,000",25,23,**,73,25,3800,21,1898,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,25,2967,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,24,398,25,434,**,**,**,**
98613,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98616,,119,58,62,213,38,"6,280",84,"2,475",52,28,25,18,21,10,0,0,0,28,-23,24,193,43,886,0,0,31,320,0,0,49,900,0,0,39,50,39,122,49,213,37,260,35,47,97,"3,658",26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,544,92,554,21,14,94,147
98616,"$1 under $25,000",47,**,**,64,**,586,35,341,**,**,**,**,21,10,**,**,**,**,**,24,193,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,26,123,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,24,11,24,13,21,14,41,34
98616,"$25,000 under $50,000",72,58,62,149,38,5694,49,2134,52,28,25,18,**,**,**,**,**,28,-23,**,**,43,886,**,**,31,320,**,**,49,900,**,**,39,50,39,122,49,213,37,260,35,47,71,3535,26,12,**,**,**,**,**,**,**,**,**,**,**,**,**,**,68,533,68,541,**,**,53,113
98616,"$50,000 under $75,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98616,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98616,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98616,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98619,,205,105,114,400,97,"8,696",161,"6,353",80,94,37,32,34,16,32,173,20,31,-11,0,0,42,868,45,275,33,312,0,0,43,656,0,0,35,42,35,51,43,131,36,267,30,24,168,"5,324",67,60,0,0,37,43,0,0,0,0,37,68,28,52,0,0,151,690,165,748,30,10,161,387
98619,"$1 under $25,000",73,**,35,102,**,888,48,484,**,**,**,**,**,**,32,173,20,**,**,**,**,21,344,22,154,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,38,212,**,**,**,**,**,**,**,**,**,**,37,68,28,52,**,**,33,21,45,43,**,**,53,73
98619,"$25,000 under $50,000",58,44,32,117,51,2157,51,1688,43,55,**,**,**,**,**,**,**,31,-11,**,**,**,**,**,**,33,312,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,56,1123,33,19,**,**,**,**,**,**,**,**,**,**,**,**,**,**,45,119,47,135,30,10,50,148
98619,"$50,000 under $75,000",39,30,26,94,25,2396,32,1751,37,39,37,32,34,16,**,**,**,**,**,**,**,21,524,23,121,**,**,**,**,43,656,**,**,35,42,35,51,43,131,36,267,30,24,39,1554,34,41,**,**,37,43,**,**,**,**,0,0,0,0,**,**,39,190,39,200,**,**,35,102
98619,"$75,000 under $100,000",35,31,21,87,21,3255,30,2430,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,35,2435,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,34,360,34,370,**,**,23,64
98619,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98619,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98620,,"2,954","1,445","1,466","6,019","1,740","127,974","2,186","83,806","1,075","1,997",432,"1,582",370,698,449,"3,312",164,414,"2,150",346,"4,448",845,"16,981",396,"2,858",605,"6,365",0,0,708,"13,508",116,449,526,707,623,"1,483",699,"2,825",520,"4,487",489,"2,111","2,121","78,269",722,795,66,16,415,529,44,16,379,494,587,"1,214",490,"1,077",0,0,"1,902","11,208","2,081","11,961",515,"1,389","2,239","5,782"
98620,"$1 under $25,000",1234,322,553,2036,599,14389,820,9425,306,311,100,202,76,82,185,957,39,92,6,100,701,245,2451,151,871,72,100,**,**,111,1585,**,**,86,57,87,154,108,234,62,490,65,173,442,2378,91,28,**,**,39,12,**,**,242,273,442,940,375,845,**,**,364,222,503,416,133,92,957,1947
98620,"$25,000 under $50,000",764,384,382,1643,495,27941,572,18052,277,501,105,466,94,108,102,771,36,103,115,92,894,249,4968,122,911,240,1333,**,**,161,2760,38,58,116,135,140,301,158,498,106,765,107,337,727,13669,264,219,36,10,164,155,**,**,116,196,145,274,115,232,**,**,612,1432,645,1607,114,197,628,1645
98620,"$50,000 under $75,000",452,306,237,1052,295,27806,373,19613,190,399,78,188,64,75,74,499,29,80,296,63,715,156,3669,70,602,135,1862,**,**,161,2729,27,85,119,151,140,272,158,528,122,915,106,398,449,18135,171,253,**,**,112,201,44,16,21,25,0,0,0,0,**,**,428,2218,433,2346,99,256,340,958
98620,"$75,000 under $100,000",272,240,149,704,190,23264,228,15891,154,306,77,226,70,107,49,516,25,64,269,49,859,108,2883,53,474,94,1726,**,**,127,2702,22,91,94,141,117,264,127,517,106,964,97,407,271,16324,112,177,30,6,66,118,**,**,**,**,0,0,0,0,**,**,266,2083,268,2181,75,195,190,615
98620,"$100,000 under $200,000",207,193,123,524,161,26743,173,17871,127,283,72,500,66,326,39,569,35,75,1464,42,1279,87,3010,**,**,64,1344,**,**,127,2852,29,215,111,223,139,492,127,751,124,1353,114,796,207,21082,84,118,**,**,34,43,**,**,0,0,0,0,0,0,**,**,207,3593,207,3714,94,649,124,617
98620,"$200,000 or more",25,**,22,60,**,7831,20,2954,21,197,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,21,880,**,**,**,**,**,**,21,297,**,**,**,**,25,6681,**,**,**,**,**,**,0,0,0,0,0,0,0,0,**,**,25,1660,25,1697,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98624,,566,262,312,"1,075",265,"29,389",423,"17,606",252,634,113,384,101,196,110,"1,567",0,107,117,78,"1,029",163,"3,691",68,326,116,"1,386",0,0,179,"3,705",33,164,135,192,163,531,176,962,142,"1,509",110,297,431,"19,441",147,160,0,0,67,90,23,9,50,73,81,133,69,122,0,0,390,"3,290",410,"3,567",116,515,398,922
98624,"$1 under $25,000",239,40,122,332,71,2929,168,1893,77,130,29,44,44,66,35,85,**,41,-49,25,156,54,572,32,127,**,**,**,**,33,617,**,**,26,24,23,49,30,78,**,**,33,72,107,637,**,**,**,**,**,**,**,**,25,33,57,88,48,80,**,**,94,61,108,89,23,15,189,283
98624,"$25,000 under $50,000",127,63,70,273,83,4649,101,3188,55,50,21,97,**,**,43,625,**,**,**,24,271,33,632,36,199,52,241,**,**,35,500,**,**,49,50,32,57,35,97,45,265,**,**,124,2299,64,47,**,**,46,54,23,9,25,40,24,45,21,42,**,**,98,239,104,278,27,36,94,254
98624,"$50,000 under $75,000",79,53,45,168,36,4736,61,2970,37,137,38,93,32,53,**,**,**,22,-17,**,**,25,536,**,**,44,722,**,**,25,391,**,**,**,**,23,50,25,103,20,170,33,59,79,3143,32,41,**,**,**,**,**,**,**,**,0,0,0,0,**,**,77,384,77,443,36,148,51,140
98624,"$75,000 under $100,000",58,49,33,136,29,5003,42,3099,36,136,**,**,**,**,32,857,**,20,161,29,602,23,832,**,**,**,**,**,**,33,676,33,164,24,44,33,117,33,185,31,362,**,**,58,3533,23,34,**,**,21,36,**,**,0,0,0,0,0,0,**,**,58,452,58,477,**,**,39,121
98624,"$100,000 under $200,000",63,57,42,166,46,12072,51,6456,47,181,25,150,25,77,**,**,**,24,22,**,**,28,1119,**,**,20,423,**,**,53,1521,**,**,36,74,52,258,53,499,46,712,44,166,63,9829,28,38,**,**,**,**,**,**,0,0,0,0,0,0,**,**,63,2154,63,2280,30,316,25,124
98624,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98625,,"2,770","1,516","1,268","5,905","1,731","170,506","2,212","118,825","1,255","2,033",463,"1,849",411,"1,052",372,"3,833",42,445,"2,697",353,"6,627",735,"16,526",373,"2,875",543,"6,563",0,0,"1,087","22,835",215,"1,177",790,"1,364","1,034","2,652","1,081","5,439",962,"10,830",794,"2,156","2,267","114,279",875,"1,082",57,12,515,705,98,46,261,321,362,787,322,711,30,197,"2,068","18,473","2,176","19,262",480,"2,211","2,148","5,643"
98625,"$1 under $25,000",844,175,327,1234,327,10581,588,6786,220,211,84,228,72,122,90,549,21,81,43,73,462,167,1720,111,762,58,97,**,**,87,1272,**,**,70,51,76,186,83,244,66,590,39,59,374,2121,83,35,**,**,24,8,**,**,135,157,244,572,220,523,0,0,310,187,393,294,72,60,698,1276
98625,"$25,000 under $50,000",624,292,280,1296,380,22769,480,15391,265,397,87,244,73,111,73,224,**,84,-6,78,928,196,3494,95,932,182,1128,**,**,175,2835,**,**,141,149,158,317,173,636,149,1269,111,181,594,11235,223,197,**,**,123,122,**,**,102,140,118,215,102,188,0,0,488,1160,507,1256,85,90,521,1302
98625,"$50,000 under $75,000",481,337,233,1181,363,30015,407,22302,219,260,77,227,68,122,68,652,**,69,83,65,1044,127,3186,70,474,122,1791,**,**,236,4225,54,140,185,257,221,475,236,872,211,2088,170,353,480,18880,210,299,36,6,148,234,38,15,24,24,0,0,0,0,0,0,453,2309,458,2443,111,230,357,992
98625,"$75,000 under $100,000",340,275,163,908,293,29308,299,22534,193,136,70,222,65,166,49,334,21,64,102,48,1273,109,2983,49,349,85,1597,**,**,206,4140,53,241,134,224,203,471,206,951,186,2065,158,477,340,20330,161,270,**,**,117,208,22,11,**,**,0,0,0,0,**,**,339,2676,340,2761,67,155,262,912
98625,"$100,000 under $200,000",424,383,220,1150,343,54950,390,41870,307,535,120,686,110,432,92,2074,**,119,636,89,2920,136,5143,48,358,96,1950,**,**,331,8342,88,506,228,525,324,925,331,2001,310,4079,270,799,422,41414,198,281,21,6,103,133,38,20,0,0,0,0,0,0,**,**,421,6906,421,7174,116,644,310,1161
98625,"$200,000 or more",57,54,45,136,25,22883,48,9942,51,494,25,242,23,99,**,**,**,28,1839,**,**,**,**,**,**,**,**,**,**,52,2021,20,290,32,158,52,278,52,735,40,739,46,287,57,20299,**,**,**,**,0,0,**,**,0,0,0,0,0,0,30,197,57,5235,57,5334,29,1032,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98626,,"9,788","4,266","4,191","21,048","7,404","447,168","8,119","333,668","3,453","4,463","1,062","2,956",916,"1,684",961,"8,862",73,936,"4,979",969,"14,879","2,014","40,285","1,439","10,093","1,408","15,450",0,0,"2,655","50,525",376,"1,671","1,995","3,118","2,457","6,918","2,623","12,095","2,268","20,807","1,852","5,728","7,299","275,266","2,917","3,411",188,52,"1,858","2,386",345,147,"1,538","2,052","2,129","4,609","1,947","4,266",76,277,"6,486","39,963","6,838","41,942","1,294","3,702","8,138","21,404"
98626,"$1 under $25,000",4118,743,1581,6851,2391,52034,3223,37671,835,841,226,384,186,200,365,2035,28,210,53,256,1617,599,6110,551,3441,217,426,**,**,289,4282,**,**,220,174,239,543,278,750,194,1305,161,338,1735,10175,424,143,**,**,165,60,28,8,996,1148,1596,3682,1495,3465,0,0,1433,932,1701,1320,249,166,3635,7562
98626,"$25,000 under $50,000",2323,918,975,5112,1880,84587,1939,63809,732,564,205,589,174,361,210,1601,**,171,53,236,2455,498,9258,379,3119,488,3177,**,**,536,7965,62,106,408,393,468,1063,525,1603,424,3237,330,641,2224,42206,931,821,55,17,599,571,98,43,447,733,533,927,452,801,**,**,1810,4346,1875,4721,305,434,1984,5331
98626,"$50,000 under $75,000",1484,974,674,3809,1350,91287,1277,69929,675,662,232,796,197,444,156,1271,20,182,95,192,2582,396,9386,268,1792,331,4796,**,**,642,11183,87,262,479,669,599,1529,635,2637,561,4602,423,1052,1479,57514,692,1030,56,14,525,825,73,35,95,171,0,0,0,0,**,**,1391,6912,1410,7248,248,461,1215,3611
98626,"$75,000 under $100,000",949,799,446,2618,870,81970,850,64421,559,491,169,477,151,265,104,800,**,141,72,156,3192,265,6980,151,1073,201,3710,**,**,521,9947,108,419,377,684,503,1412,520,2559,473,4515,381,1027,948,57622,461,767,37,10,338,578,77,34,**,**,0,0,0,0,**,**,941,7604,941,7861,178,435,744,2506
98626,"$100,000 under $200,000",813,745,440,2376,819,103358,744,80357,560,1046,191,565,174,334,126,3155,25,174,1855,129,5033,235,7684,90,668,171,3341,**,**,579,12927,96,546,452,1002,563,1882,578,3513,543,5857,477,1630,813,79155,382,634,40,11,231,352,69,27,**,**,0,0,0,0,36,52,812,13068,812,13486,269,1195,521,2057
98626,"$200,000 or more",101,87,75,282,94,33932,86,17481,92,859,39,145,34,80,**,**,**,58,2851,**,**,21,867,**,**,**,**,**,**,88,4221,23,338,59,196,85,489,87,1033,73,1291,80,1040,100,28594,27,16,**,**,0,0,**,**,0,0,0,0,0,0,40,225,99,7101,99,7306,45,1011,39,337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98628,,185,81,87,374,115,"6,727",142,"4,782",62,77,22,13,0,0,26,191,0,20,-18,0,0,34,247,30,93,0,0,0,0,24,296,0,0,0,0,20,15,24,51,21,136,0,0,123,"3,979",44,38,0,0,26,28,0,0,0,0,40,83,32,66,0,0,114,519,129,564,33,34,137,278
98628,"$1 under $25,000",88,34,53,151,50,986,62,637,35,21,22,13,**,**,26,191,**,20,-18,**,**,34,247,**,**,**,**,**,**,**,**,**,**,**,**,20,15,**,**,21,136,**,**,29,143,20,12,**,**,**,**,**,**,**,**,40,83,32,66,**,**,25,13,39,28,**,**,66,120
98628,"$25,000 under $50,000",40,**,**,75,21,1401,33,1091,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,30,93,**,**,**,**,24,296,**,**,**,**,**,**,24,51,**,**,**,**,37,754,**,**,**,**,26,28,**,**,**,**,**,**,**,**,**,**,33,85,34,91,33,34,51,123
98628,"$50,000 under $75,000",28,22,34,73,23,1720,24,1243,27,56,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,28,1115,24,26,**,**,**,**,**,**,**,**,0,0,0,0,**,**,27,127,27,148,**,**,**,**
98628,"$75,000 under $100,000",29,25,**,75,21,2620,23,1811,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,29,1967,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,29,294,29,297,**,**,20,35
98628,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98628,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98629,,"3,531","1,998","1,699","8,034","2,699","235,775","2,932","170,710","1,537","2,178",739,"2,817",661,"1,745",568,"7,012",163,631,"6,792",381,"6,127",784,"19,057",481,"3,842",517,"6,312",21,369,"1,705","38,178",539,"3,052","1,046","1,848","1,610","5,477","1,690","10,609","1,495","17,497","1,315","4,304","2,921","156,904","1,268","1,695",62,12,754,"1,160",117,54,309,496,394,794,335,685,68,427,"2,681","25,061","2,833","26,535",647,"3,056","2,710","7,658"
98629,"$1 under $25,000",1015,192,407,1355,338,12259,743,8357,224,240,114,184,102,98,123,798,**,94,-11,67,407,172,1739,126,810,42,47,0,0,128,2174,**,**,91,61,103,285,118,368,84,773,72,151,456,2803,118,44,20,3,25,11,21,9,141,164,268,561,237,493,0,0,381,258,480,399,83,71,834,1331
98629,"$25,000 under $50,000",704,306,341,1465,458,25899,551,18407,273,312,126,308,109,160,109,1022,51,100,-17,76,679,181,3571,132,1283,152,972,**,**,248,4249,64,121,177,185,223,626,247,940,199,1899,167,413,655,12595,265,209,**,**,144,139,**,**,103,175,126,233,98,192,0,0,561,1332,597,1546,102,191,588,1497
98629,"$50,000 under $75,000",636,453,330,1717,629,39640,558,30708,307,327,135,333,123,185,126,773,33,132,133,81,1576,146,3697,100,678,133,1817,21,369,360,6943,108,354,217,351,341,1061,357,1824,316,3268,271,687,636,23470,313,469,**,**,217,366,27,12,65,157,0,0,0,0,0,0,580,2696,591,2943,120,267,499,1568
98629,"$75,000 under $100,000",511,436,241,1513,566,44318,460,35329,281,284,126,364,107,210,85,1161,31,106,201,63,1168,117,3660,63,526,95,1706,**,**,391,8283,135,611,231,373,378,1237,391,2273,363,4083,312,923,510,29157,254,465,20,4,200,383,23,11,**,**,0,0,0,0,0,0,498,3660,504,3875,99,217,398,1382
98629,"$100,000 under $200,000",558,515,303,1664,591,72603,525,58180,358,597,175,457,162,324,102,2029,48,141,1155,94,2297,147,5369,60,545,95,1770,**,**,474,12231,194,1296,265,671,464,1709,473,3722,442,5882,401,1437,557,53325,278,437,22,5,168,261,46,22,**,**,0,0,0,0,**,**,554,8808,554,9130,187,763,350,1416
98629,"$200,000 or more",107,96,77,320,117,41056,95,19729,94,418,63,1171,58,768,23,1229,**,58,5331,**,**,21,1021,**,**,**,**,**,**,104,4298,38,670,65,207,101,559,104,1482,91,1592,92,693,107,35554,40,71,**,**,0,0,**,**,0,0,0,0,0,0,68,427,107,8307,107,8642,56,1547,41,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98631,,"1,488",626,731,"2,641",587,"63,696","1,044","34,696",643,"1,627",268,"1,534",239,"1,210",233,"2,067",36,238,"1,892",208,"3,011",423,"10,531",182,"1,076",333,"3,833",0,0,415,"8,385",63,239,320,407,384,"1,333",413,"2,128",327,"3,093",296,737,"1,096","39,079",329,321,24,5,158,188,24,6,129,151,239,390,185,345,0,0,"1,006","5,857","1,078","6,322",272,"1,118","1,098","2,363"
98631,"$1 under $25,000",700,140,296,990,210,8678,496,5815,201,270,70,107,59,75,93,498,**,47,27,61,380,130,1309,96,428,39,55,**,**,86,1254,**,**,72,49,74,182,86,245,59,430,47,67,320,1796,54,17,**,**,20,6,**,**,89,95,194,328,156,297,**,**,278,172,334,261,82,50,540,822
