"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 1998",,,,,,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Earned Income Credit  ,,Total Tax,,Schedule C,,Schedule F  ,, Schedule A Deductions ,
"$25,000 under $50,000",42,109,39,"1,503",31,840,33,102,**        ,**        ,40,149,*       19,*       21,--        ,--        ,*       29,*        305
"$50,000 or more      ",19,54,17,"1,190",13,640,12,29,--        ,--        ,19,162,**        ,**        ,**        ,**        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98591                ,"1,357","2,842",929,"43,773","1,106","31,108",807,"1,928",221,359,993,"5,214",206,239,86,88,303,"4,284"
"Under $10,000        ",355,393,96,"1,244",273,"1,355",140,140,90,127,95,36,46,51,16,16,**        ,**          
"$10,000 under $25,000",356,721,230,"6,135",269,"4,137",172,397,114,225,264,335,44,52,17,17,*       42,*        583
"$25,000 under $50,000",351,889,313,"12,627",308,"10,032",236,386,17,7,340,"1,160",57,65,28,29,100,"1,404"
"$50,000 or more      ",295,839,290,"23,767",256,"15,584",259,"1,005",--        ,--        ,294,"3,683",59,71,25,26,161,"2,297"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98592                ,673,"1,268",249,"28,463",431,"13,162",489,"1,957",68,86,581,"3,731",110,133,**        ,**        ,231,"3,461"
"Under $10,000        ",106,116,25,444,71,343,44,49,37,30,46,18,17,18,--        ,--        ,**        ,**          
"$10,000 under $25,000",165,278,49,"2,836",96,"1,354",103,237,*       31,*       56,137,175,20,28,--        ,--        ,*       25,*        368
"$25,000 under $50,000",204,418,89,"7,310",129,"4,021",159,463,**        ,**        ,200,671,30,35,**        ,**        ,76,925
"$50,000 or more      ",198,456,86,"17,873",135,"7,444",183,"1,208",--        ,--        ,198,"2,867",43,52,**        ,**        ,130,"2,168"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98593                ,386,851,290,"10,243",321,"8,114",193,301,86,143,292,"1,015",57,66,13,13,59,701
"Under $10,000        ",94,148,47,287,72,366,32,17,43,63,31,18,18,20,**        ,**        ,**        ,**          
"$10,000 under $25,000",120,237,73,"1,975",93,"1,353",58,99,*       43,*       80,93,99,10,12,**        ,**        ,*       16,*        171
"$25,000 under $50,000",126,341,133,"4,732",118,"4,145",67,72,**        ,**        ,122,425,19,23,*       13,*       13,26,305
"$50,000 or more      ",46,125,37,"3,249",38,"2,250",36,113,--        ,--        ,46,473,10,11,**        ,**        ,17,225
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98595                ,"1,361","2,552",712,"37,972","1,004","21,559",746,"2,294",248,339,998,"4,951",301,359,12,13,230,"2,807"
"Under $10,000        ",405,523,137,"1,454",291,"1,300",151,207,145,139,132,49,72,90,**        ,**        ,22,216
"$10,000 under $25,000",451,805,208,"7,479",320,"4,457",222,543,84,190,365,480,80,100,*       12,*       13,52,593
"$25,000 under $50,000",309,710,218,"10,857",236,"7,040",203,575,19,10,305,"1,121",84,91,**        ,**        ,64,786
"$50,000 or more      ",196,514,149,"18,182",157,"8,762",170,969,--        ,--        ,196,"3,301",65,78,**        ,**        ,92,"1,212"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98596                ,"2,407","5,292","1,835","72,085","1,992","53,938","1,398","2,942",396,609,"1,843","7,388",403,450,183,186,576,"7,097"
"Under $10,000        ",570,664,187,"2,475",446,"2,206",214,194,175,207,194,86,88,92,22,23,28,278
"$10,000 under $25,000",667,"1,366",445,"11,384",534,"8,179",320,619,193,388,516,621,100,114,45,45,81,887
"$25,000 under $50,000",757,"2,049",761,"27,759",646,"21,491",514,926,28,14,721,"2,408",135,158,64,66,247,"2,868"
"$50,000 or more      ",413,"1,213",442,"30,467",366,"22,062",350,"1,203",--        ,--        ,412,"4,273",80,86,52,52,220,"3,064"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98597                ,"5,525","12,113","4,200","186,248","4,759","143,685","2,757","4,044",929,"1,346","4,396","21,946",827,955,140,143,"1,742","21,812"
"Under $10,000        ","1,142","1,385",396,"3,056",908,"4,480",320,278,414,482,382,150,181,205,15,15,41,433
"$10,000 under $25,000","1,461","2,877",949,"25,324","1,170","18,498",589,831,442,826,"1,148","1,434",193,226,28,28,201,"2,074"
"$25,000 under $50,000","1,754","4,466","1,672","63,907","1,613","53,604",956,819,73,38,"1,699","5,509",260,303,37,38,707,"8,042"
"$50,000 or more      ","1,168","3,385","1,183","93,961","1,068","67,103",892,"2,116",--        ,--        ,"1,167","14,853",193,221,60,62,793,"11,263"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98600                ,10,11,--        ,284,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"Under $10,000        ",*       10,*       11,*   --,*        284,**        ,**          ,--        ,--        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,--        ,--          
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,--        ,--          
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98500                ,18,24,6,297,14,212,**        ,**        ,**        ,**        ,13,15,--        ,--        ,--        ,--        ,**        ,**          
"Under $10,000        ",**        ,**        ,**        ,**          ,*       14,*        212,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,--        ,--          
"$10,000 under $25,000",*       18,*       24,*        6,*        297,7,112,**        ,**        ,**        ,**        ,*       13,*         15,--        ,--        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,--        ,--          
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98601                ,"1,019","2,249",794,"43,393",886,"29,396",611,883,114,154,854,"6,374",190,227,70,72,374,"5,139"
"Under $10,000        ",193,183,39,765,159,862,73,64,49,46,77,30,23,27,**        ,**        ,**        ,**          
"$10,000 under $25,000",241,407,112,"4,156",197,"3,108",114,148,53,104,203,272,42,48,*       21,*       21,*       43,*        568
"$25,000 under $50,000",308,773,288,"11,420",274,"9,379",195,248,12,4,297,"1,043",64,79,19,20,140,"1,654"
"$50,000 or more      ",277,886,355,"27,052",256,"16,047",229,423,--        ,--        ,277,"5,029",61,73,30,31,191,"2,917"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98602                ,73,171,60,"1,850",57,"1,426",39,79,11,18,59,199,20,25,10,10,14,180
"Under $10,000        ",21,33,10,13,11,49,**        ,**        ,*       11,*       18,**        ,**          ,10,14,*       10,*       10,--        ,--          
"$10,000 under $25,000",19,46,14,318,14,227,*       20,*       30,**        ,**        ,*       26,*         17,*       10,*       11,**        ,**        ,**        ,**          
"$25,000 under $50,000",22,51,16,758,21,657,*       19,*       49,--        ,--        ,22,76,**        ,**        ,**        ,**        ,*       14,*        180
"$50,000 or more      ",11,41,20,761,11,493,**        ,**        ,--        ,--        ,11,106,**        ,**        ,**        ,**        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98603                ,278,605,197,"11,689",237,"8,130",153,332,43,52,227,"1,716",45,50,**        ,**        ,92,"1,251"
"Under $10,000        ",53,58,17,239,43,207,18,13,23,21,23,7,*       17,*       18,--        ,--        ,**        ,**          
"$10,000 under $25,000",74,130,31,"1,247",54,819,32,50,*       20,*       31,58,71,**        ,**        ,**        ,**        ,*       12,*         99
"$25,000 under $50,000",81,210,76,"3,044",74,"2,497",44,95,**        ,**        ,76,270,14,15,**        ,**        ,32,407
"$50,000 or more      ",70,207,73,"7,159",66,"4,607",59,174,--        ,--        ,70,"1,368",14,17,**        ,**        ,48,745
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98604                ,"9,817","22,558","8,518","505,386","8,528","354,550","6,283","12,326",822,"1,214","8,420","72,126","1,784","2,097",231,234,"4,594","73,991"
"Under $10,000        ","1,724","1,358",351,"5,497","1,407","7,549",672,620,304,375,697,286,163,183,24,24,87,"1,243"
"$10,000 under $25,000","1,907","3,118",878,"32,532","1,499","23,930",884,"1,590",419,802,"1,617","2,191",248,295,31,31,267,"3,083"
"$25,000 under $50,000","2,554","6,549","2,532","95,436","2,274","78,957","1,627","1,848",99,37,"2,488","8,398",532,618,56,57,"1,247","15,181"
"$50,000 or more      ","3,632","11,533","4,757","371,921","3,348","244,114","3,100","8,268",--        ,--        ,"3,618","61,251",841,"1,001",120,122,"2,993","54,484"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98605                ,565,"1,215",443,"16,024",498,"12,561",278,642,130,201,406,"1,598",70,90,**        ,**        ,94,"1,282"
"Under $10,000        ",125,170,56,522,104,484,49,54,48,57,29,12,12,14,**        ,**        ,**        ,**          
"$10,000 under $25,000",197,413,163,"3,364",169,"2,692",74,100,70,138,143,173,16,19,--        ,--        ,*       17,*        199
"$25,000 under $50,000",156,387,140,"5,431",145,"4,656",84,89,12,6,147,487,25,36,**        ,**        ,30,304
"$50,000 or more      ",87,245,84,"6,707",80,"4,729",71,399,--        ,--        ,87,926,17,21,**        ,**        ,47,779
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98606                ,"3,504","7,936","2,979","205,612","3,007","143,734","2,378","5,669",193,288,"3,048","35,052",630,740,134,140,"1,611","31,113"
"Under $10,000        ",682,433,87,497,523,"2,682",308,603,77,80,331,148,57,64,14,15,31,683
"$10,000 under $25,000",628,962,236,"10,615",500,"8,009",298,656,98,201,549,749,80,103,16,16,84,968
"$25,000 under $50,000",743,"1,874",703,"27,553",649,"21,477",476,749,18,7,719,"2,513",162,196,29,30,293,"4,038"
"$50,000 or more      ","1,451","4,667","1,953","166,947","1,335","111,566","1,296","3,661",--        ,--        ,"1,449","31,642",331,377,75,79,"1,203","25,424"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98607                ,"7,396","16,324","5,647","468,408","6,338","326,052","4,880","23,705",626,887,"6,355","81,724","1,131","1,320",77,82,"3,480","69,056"
"Under $10,000        ","1,295","1,037",268,"2,718","1,028","4,934",475,382,274,295,545,180,100,114,**        ,**        ,50,799
"$10,000 under $25,000","1,371","2,283",604,"23,388","1,034","16,649",649,"1,219",304,572,"1,130","1,496",161,187,*       20,*       21,195,"2,501"
"$25,000 under $50,000","1,604","3,675","1,274","59,567","1,406","48,238","1,010","1,453",48,20,"1,558","5,534",267,303,20,24,698,"9,051"
"$50,000 or more      ","3,126","9,329","3,501","382,735","2,870","256,231","2,746","20,651",--        ,--        ,"3,122","74,514",603,716,37,37,"2,537","56,705"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98609                ,39,69,15,"1,276",35,"1,221",22,21,**        ,**        ,29,148,**        ,**        ,--        ,--        ,11,184
"Under $10,000        ",*       19,*       20,*        1,*        169,**        ,**          ,**        ,**        ,**        ,**        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"$10,000 under $25,000",**        ,**        ,**        ,**          ,*       25,*        512,**        ,**        ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,--        ,*       11,*        184
"$25,000 under $50,000",10,22,6,352,**        ,**          ,*       22,*       21,**        ,**        ,*       19,*         47,**        ,**        ,--        ,--        ,**        ,**          
"$50,000 or more      ",10,27,8,755,10,709,**        ,**        ,--        ,--        ,10,101,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98610                ,"1,054","2,185",721,"41,686",918,"25,535",549,"1,615",163,225,842,"5,096",142,167,11,12,245,"3,423"
"Under $10,000        ",220,201,43,"1,011",186,890,61,39,66,57,74,23,26,27,**        ,**        ,**        ,**          
"$10,000 under $25,000",312,569,154,"5,332",258,"3,801",138,203,80,160,257,319,35,41,*       11,*       12,*       40,*        369
"$25,000 under $50,000",312,792,295,"11,271",281,"8,969",172,230,17,8,301,"1,013",50,65,**        ,**        ,87,967
"$50,000 or more      ",210,623,229,"24,072",193,"11,875",178,"1,143",--        ,--        ,210,"3,741",31,34,**        ,**        ,118,"2,087"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98611                ,"3,628","7,803","2,510","133,091","3,069","102,336","2,412","4,647",458,678,"2,991","15,936",481,563,125,130,960,"12,215"
"Under $10,000        ",737,708,172,"2,642",589,"2,895",313,220,199,232,281,97,60,69,**        ,**        ,20,243
"$10,000 under $25,000",849,"1,547",427,"14,390",648,"9,581",461,929,213,428,688,816,85,104,*       31,*       32,76,828
"$25,000 under $50,000","1,016","2,535",851,"37,925",890,"30,097",720,"1,151",46,18,998,"3,546",150,165,30,31,290,"3,218"
"$50,000 or more      ","1,026","3,013","1,060","78,134",942,"59,763",918,"2,347",--        ,--        ,"1,024","11,477",186,225,64,67,574,"7,926"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98612                ,"1,082","2,194",575,"43,828",791,"25,058",731,"2,545",124,182,876,"6,316",238,299,56,57,254,"3,667"
"Under $10,000        ",245,298,68,869,168,813,104,197,63,71,94,36,58,73,10,10,10,132
"$10,000 under $25,000",253,473,110,"4,265",167,"2,434",159,491,*       61,*      111,202,233,51,67,12,12,31,416
"$25,000 under $50,000",310,709,199,"11,515",238,"7,878",226,566,**        ,**        ,306,"1,153",62,79,14,14,75,891
"$50,000 or more      ",274,714,198,"27,179",218,"13,933",242,"1,291",--        ,--        ,274,"4,894",67,80,20,21,138,"2,228"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98613                ,153,340,119,"6,043",124,"3,447",99,594,22,27,121,"1,075",33,42,44,45,18,250
"Under $10,000        ",44,54,13,135,31,134,22,17,11,10,20,19,**        ,**        ,*       19,*       19,**        ,**          
"$10,000 under $25,000",34,68,18,549,25,344,20,30,*       11,*       17,26,36,*       21,*       28,**        ,**        ,**        ,**          
"$25,000 under $50,000",43,124,47,"1,636",38,"1,260",28,35,**        ,**        ,43,145,**        ,**        ,12,13,*       18,*        250
"$50,000 or more      ",32,94,41,"3,723",30,"1,709",29,512,--        ,--        ,32,875,12,14,13,13,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98614                ,261,476,112,"6,982",188,"3,845",162,465,30,40,208,848,76,88,**        ,**        ,58,645
"Under $10,000        ",66,61,8,52,45,221,31,55,16,8,23,9,21,22,--        ,--        ,**        ,**          
"$10,000 under $25,000",87,151,27,"1,394",59,792,48,101,*       14,*       32,78,82,19,20,**        ,**        ,*       17,*        171
"$25,000 under $50,000",68,163,50,"2,446",55,"1,515",45,82,**        ,**        ,67,262,25,32,**        ,**        ,23,234
"$50,000 or more      ",40,101,27,"3,090",29,"1,317",38,227,--        ,--        ,40,495,11,14,**        ,**        ,18,240
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98616                ,77,171,50,"2,833",62,"1,702",48,86,11,15,60,403,18,20,--        ,--        ,23,286
"Under $10,000        ",14,23,8,27,11,63,**        ,**        ,*       11,*       15,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
"$10,000 under $25,000",18,33,7,290,13,169,*       17,*       25,**        ,**        ,*       16,*         21,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",34,90,31,"1,275",*       38,"*      1,470",20,42,**        ,**        ,33,131,*       18,*       20,--        ,--        ,*       23,*        286
"$50,000 or more      ",11,25,4,"1,241",**        ,**          ,11,19,--        ,--        ,11,251,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98617                ,384,835,269,"13,217",331,"10,147",213,530,69,100,303,"1,432",50,54,18,20,107,"1,365"
"Under $10,000        ",78,89,23,272,64,273,20,24,33,35,27,10,*       15,*       16,**        ,**        ,--        ,--          
"$10,000 under $25,000",98,195,60,"1,610",77,"1,057",46,83,*       36,*       65,71,73,**        ,**        ,**        ,**        ,12,149
"$25,000 under $50,000",104,277,105,"3,937",97,"3,402",68,101,**        ,**        ,101,330,15,15,*       18,*       20,37,411
"$50,000 or more      ",104,274,81,"7,398",93,"5,415",79,322,--        ,--        ,104,"1,019",20,23,**        ,**        ,58,805
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98619                ,241,492,167,"8,281",202,"6,981",142,271,34,56,178,"1,410",27,29,29,31,22,260
"Under $10,000        ",69,73,15,59,51,201,35,42,17,20,19,6,**        ,**        ,*       19,*       20,*       11,*        126
"$10,000 under $25,000",58,110,33,957,45,698,36,55,*       17,*       36,46,58,*       17,*       19,**        ,**        ,**        ,**          
"$25,000 under $50,000",67,158,57,"2,353",60,"2,005",39,72,**        ,**        ,66,224,**        ,**        ,*       10,*       11,**        ,**          
"$50,000 or more      ",47,151,62,"4,912",46,"4,077",32,102,--        ,--        ,47,"1,122",10,10,**        ,**        ,11,134
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98620                ,"2,672","5,731","1,894","101,247","2,196","62,200","1,462","4,467",437,617,"2,054","13,349",438,519,188,194,512,"6,858"
"Under $10,000        ",694,901,293,"1,912",550,"2,603",230,341,238,260,223,93,97,120,45,46,22,198
"$10,000 under $25,000",650,"1,261",364,"10,798",501,"7,375",320,635,167,341,521,645,108,132,43,44,65,692
"$25,000 under $50,000",735,"1,863",639,"27,476",633,"21,129",427,850,32,16,718,"2,583",116,136,48,49,142,"1,712"
"$50,000 or more      ",593,"1,706",598,"61,061",512,"31,093",485,"2,641",--        ,--        ,592,"10,028",117,131,52,55,283,"4,256"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98621                ,97,195,50,"2,799",70,"1,920",63,198,14,15,70,359,20,25,**        ,**        ,18,243
"Under $10,000        ",30,39,6,117,20,74,17,57,*       14,*       15,**        ,**          ,*       10,*       13,**        ,**        ,**        ,**          
"$10,000 under $25,000",28,55,10,497,19,295,16,35,**        ,**        ,*       33,*         30,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",24,61,21,879,18,596,18,72,**        ,**        ,22,90,*       10,*       12,**        ,**        ,*       18,*        243
"$50,000 or more      ",15,40,13,"1,306",13,955,12,34,--        ,--        ,15,239,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98622                ,91,197,60,"4,379",73,"2,886",63,173,10,12,77,612,14,15,**        ,**        ,25,361
"Under $10,000        ",19,20,2,94,12,83,*       18,*       27,*       10,*       12,**        ,**          ,**        ,**        ,**        ,**        ,--        ,--          
"$10,000 under $25,000",13,24,6,204,10,136,**        ,**        ,**        ,**        ,*       19,*         17,**        ,**        ,--        ,--        ,--        ,--          
"$25,000 under $50,000",31,76,27,"1,128",25,858,19,38,**        ,**        ,30,115,*       14,*       15,**        ,**        ,**        ,**          
"$50,000 or more      ",28,77,25,"2,953",26,"1,809",26,108,--        ,--        ,28,480,**        ,**        ,**        ,**        ,*       25,*        361
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98623                ,167,384,154,"4,885",144,"3,722",85,228,55,125,97,572,23,28,13,13,37,516
"Under $10,000        ",52,85,37,225,43,284,18,28,25,51,10,3,**        ,**        ,**        ,**        ,**        ,**          
"$10,000 under $25,000",49,125,64,794,45,641,18,15,*       30,*       74,24,38,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",36,94,30,"1,311",29,878,22,85,**        ,**        ,34,117,*       23,*       28,*       13,*       13,*       18,*        195
"$50,000 or more      ",30,80,23,"2,555",27,"1,919",27,100,--        ,--        ,29,414,**        ,**        ,**        ,**        ,19,321
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98624                ,617,"1,175",331,"17,441",477,"10,808",343,"1,548",101,149,446,"1,977",125,147,16,16,120,"1,646"
"Under $10,000        ",171,179,40,661,134,660,61,152,45,51,56,18,18,22,**        ,**        ,**        ,**          
"$10,000 under $25,000",194,385,111,"3,201",148,"2,247",92,239,*       56,*       98,143,173,35,42,*       16,*       16,*       29,*        332
"$25,000 under $50,000",156,364,108,"5,505",120,"3,746",105,297,**        ,**        ,151,536,40,43,**        ,**        ,43,465
"$50,000 or more      ",96,247,72,"8,074",75,"4,155",85,860,--        ,--        ,96,"1,250",32,40,**        ,**        ,48,849
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98625                ,"2,049","4,356","1,348","89,561","1,744","64,730","1,351","3,091",207,282,"1,748","12,387",279,320,34,38,680,"9,882"
"Under $10,000        ",364,349,88,"1,483",287,"1,392",137,106,100,100,152,66,40,49,**        ,**        ,17,242
"$10,000 under $25,000",425,718,162,"7,178",307,"4,697",228,387,93,175,349,435,43,50,*       15,*       15,39,476
"$25,000 under $50,000",576,"1,346",424,"21,834",523,"18,070",376,548,14,7,565,"2,057",72,78,**        ,**        ,198,"2,285"
"$50,000 or more      ",684,"1,943",674,"59,066",627,"40,571",610,"2,050",--        ,--        ,682,"9,829",124,143,19,23,426,"6,879"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98626                ,"9,107","18,979","6,364","304,188","7,895","240,960","5,216","8,568","1,512","2,338","7,087","34,814","1,003","1,144",77,79,"2,284","33,739"
"Under $10,000        ","2,159","2,371",716,"8,913","1,837","8,883",683,569,750,894,715,226,154,177,*       14,*       16,40,478
"$10,000 under $25,000","2,399","4,394","1,275","39,889","1,880","28,322","1,101","2,154",671,"1,404","1,901","2,207",233,269,**        ,**        ,204,"2,197"
"$25,000 under $50,000","2,458","6,081","2,197","90,302","2,238","75,772","1,586","2,040",91,40,"2,406","8,124",294,331,23,23,751,"8,441"
"$50,000 or more      ","2,091","6,133","2,176","165,084","1,940","127,983","1,846","3,805",--        ,--        ,"2,065","24,257",322,367,40,40,"1,289","22,623"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98628                ,191,456,183,"5,039",156,"3,881",85,180,45,74,138,474,22,26,**        ,**        ,19,195
"Under $10,000        ",57,96,40,296,42,236,14,7,30,41,23,13,10,13,**        ,**        ,**        ,**          
"$10,000 under $25,000",50,107,38,821,38,571,17,42,*       15,*       33,33,37,*       12,*       13,**        ,**        ,**        ,**          
"$25,000 under $50,000",59,184,82,"2,188",55,"1,815",32,80,**        ,**        ,57,187,**        ,**        ,**        ,**        ,*       19,*        195
"$50,000 or more      ",25,69,23,"1,734",21,"1,259",22,51,--        ,--        ,25,237,**        ,**        ,**        ,**        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98629                ,"2,632","5,991","2,141","123,903","2,315","93,249","1,627","3,416",221,343,"2,268","15,907",479,555,167,176,"1,262","20,740"
"Under $10,000        ",429,355,90,"1,406",338,"1,610",142,144,81,119,179,72,57,66,13,14,20,361
"$10,000 under $25,000",546,961,269,"9,518",444,"7,096",236,517,125,218,456,614,72,81,26,27,87,"1,011"
"$25,000 under $50,000",664,"1,693",646,"25,070",598,"20,779",412,477,15,6,641,"2,172",136,160,44,46,332,"4,282"
"$50,000 or more      ",993,"2,982","1,136","87,909",935,"63,764",837,"2,278",--        ,--        ,992,"13,049",214,248,84,89,823,"15,086"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98631                ,"1,280","2,336",543,"39,324",896,"18,651",779,"3,023",241,327,972,"5,081",246,279,28,28,297,"3,870"
"Under $10,000        ",348,428,97,"1,469",257,"1,263",131,174,129,118,128,48,64,70,**        ,**        ,22,234
"$10,000 under $25,000",437,776,177,"7,352",291,"4,147",240,663,99,204,354,445,68,74,**        ,**        ,65,736
"$25,000 under $50,000",297,652,160,"10,645",205,"5,765",228,725,13,5,292,"1,038",64,74,**        ,**        ,93,"1,032"
"$50,000 or more      ",198,480,109,"19,858",143,"7,476",180,"1,461",--        ,--        ,198,"3,550",50,61,*       28,*       28,117,"1,868"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98632                ,"19,703","39,616","12,762","791,033","16,484","546,213","12,202","29,832","2,902","4,434","15,781","108,516","2,253","2,616",120,127,"5,368","75,824"
"Under $10,000        ","4,378","4,650","1,365","19,542","3,584","17,303","1,632","1,348","1,424","1,677","1,565",516,325,385,**        ,**        ,103,"1,421"
"$10,000 under $25,000","5,035","8,775","2,465","84,259","3,828","58,438","2,484","5,520","1,271","2,666","4,038","4,915",421,486,*       30,*       30,465,"5,226"
"$25,000 under $50,000","5,105","11,669","3,912","186,982","4,435","149,738","3,410","5,793",207,91,"5,013","17,878",635,739,33,37,"1,582","17,428"
"$50,000 or more      ","5,185","14,522","5,020","500,250","4,637","320,734","4,676","17,171",--        ,--        ,"5,165","85,207",872,"1,006",57,60,"3,218","51,749"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98635                ,615,"1,267",384,"20,271",501,"14,015",343,971,104,166,464,"2,609",119,141,37,37,130,"1,631"
"Under $10,000        ",146,185,57,311,114,511,53,86,47,60,43,15,21,24,*       16,*       16,10,78
"$10,000 under $25,000",174,353,105,"2,893",127,"1,862",81,142,*       57,*      106,133,157,36,41,**        ,**        ,11,116
"$25,000 under $50,000",168,393,128,"5,943",152,"4,539",102,348,**        ,**        ,161,569,32,34,10,10,41,485
"$50,000 or more      ",127,336,94,"11,124",108,"7,103",107,395,--        ,--        ,127,"1,868",30,42,11,11,68,952
